problem,domain,solver,solved,plan_length,plan_cost,expanded,reopened,evaluated,evaluations,generated,dead_ends,search_time,total_time
p19.pddl,scanalyzer-3d-sat08-strips,6,1,48,84,108,0,109,109,17496,0,0.161727,0.306637
p20.pddl,scanalyzer-3d-sat08-strips,6,1,50,86,86,0,87,87,7740,0,0.077015,0.152078
p21.pddl,scanalyzer-3d-sat08-strips,6,1,96,132,730,0,731,731,59860,0,0.523534,0.594536
p22.pddl,scanalyzer-3d-sat08-strips,6,1,5,13,6,0,7,7,12,0,0.0,0.002648
p23.pddl,scanalyzer-3d-sat08-strips,6,1,5,13,6,0,7,7,12,0,0.0,0.003007
p24.pddl,scanalyzer-3d-sat08-strips,6,1,5,13,6,0,7,7,12,0,0.0,0.002167
p25.pddl,scanalyzer-3d-sat08-strips,6,1,20,36,79,0,80,80,632,0,0.44656,0.627534
p26.pddl,scanalyzer-3d-sat08-strips,6,1,30,46,194,0,195,195,1164,0,1.012361,1.14296
p27.pddl,scanalyzer-3d-sat08-strips,6,1,42,58,241,0,242,242,1205,0,1.343223,1.454922
p28.pddl,scanalyzer-3d-sat08-strips,6,1,35,59,208,0,209,209,3744,0,36.111204,39.164777
p29.pddl,scanalyzer-3d-sat08-strips,6,1,55,79,601,0,602,602,7212,0,98.296832,100.179021
p30.pddl,scanalyzer-3d-sat08-strips,6,0,,,,,,,,,,
p01.pddl,scanalyzer-sat11-strips,6,1,20,36,79,0,80,80,632,0,0.707884,0.911857
p02.pddl,scanalyzer-sat11-strips,6,1,26,50,36,0,37,37,2592,0,0.011541,0.046221
p03.pddl,scanalyzer-sat11-strips,6,1,36,52,120,0,121,121,2040,0,0.003831,0.009986
p04.pddl,scanalyzer-sat11-strips,6,1,48,68,196,0,197,197,5096,0,0.015385,0.023173
p05.pddl,scanalyzer-sat11-strips,6,1,38,66,74,0,75,75,7252,0,0.06158,0.123217
p06.pddl,scanalyzer-sat11-strips,6,1,30,46,194,0,195,195,1164,0,1.643264,1.812692
p07.pddl,scanalyzer-sat11-strips,6,1,40,72,76,0,77,77,9728,0,0.080818,0.198582
p08.pddl,scanalyzer-sat11-strips,6,1,42,58,241,0,242,242,1205,0,2.038172,2.179561
p09.pddl,scanalyzer-sat11-strips,6,1,60,84,293,0,294,294,10841,0,0.046148,0.065342
p10.pddl,scanalyzer-sat11-strips,6,1,38,66,59,0,60,60,3304,0,0.030767,0.065152
p11.pddl,scanalyzer-sat11-strips,6,1,72,100,413,0,414,414,20650,0,0.149989,0.180859
p12.pddl,scanalyzer-sat11-strips,6,1,32,56,47,0,48,48,1974,0,0.011538,0.030864
p13.pddl,scanalyzer-sat11-strips,6,1,26,46,36,0,37,37,1080,0,0.007687,0.014868
p14.pddl,scanalyzer-sat11-strips,6,1,44,76,72,0,73,73,5184,0,0.049946,0.107558
p15.pddl,scanalyzer-sat11-strips,6,1,84,116,558,0,559,559,36270,0,0.357312,0.415001
p16.pddl,scanalyzer-sat11-strips,6,1,50,86,86,0,87,87,7740,0,0.166649,0.265168
p17.pddl,scanalyzer-sat11-strips,6,1,96,132,730,0,731,731,59860,0,1.200166,1.284893
p18.pddl,scanalyzer-sat11-strips,6,1,35,59,208,0,209,209,3744,0,28.157126,30.769702
p19.pddl,scanalyzer-sat11-strips,6,1,55,79,601,0,602,602,7212,0,77.328747,78.97371
p20.pddl,scanalyzer-sat11-strips,6,0,,,,,,,,,,
p01.pddl,settlers-sat18-strips,6,1,97,740,4372,0,4373,4373,51439,0,0.957382,1.026658
p02.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p03.pddl,settlers-sat18-strips,6,1,121,960,49803,0,49804,49804,724562,0,11.250138,11.326267
p04.pddl,settlers-sat18-strips,6,1,87,650,117529,0,117530,117530,2362350,0,29.224248,29.308931
p05.pddl,settlers-sat18-strips,6,1,141,1065,1165702,0,1165703,1165703,20612563,0,283.768993,283.85591
p06.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p07.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p08.pddl,settlers-sat18-strips,6,1,72,565,1011,0,1012,1012,12237,0,0.403402,0.511072
p09.pddl,settlers-sat18-strips,6,1,93,735,65090,0,65091,65091,985706,0,24.007699,24.125814
p10.pddl,settlers-sat18-strips,6,1,86,645,272898,0,278370,278370,4528017,5471,98.052781,98.173305
p11.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p12.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p13.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p14.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p15.pddl,settlers-sat18-strips,6,1,87,665,94111,0,94112,94112,2004254,0,71.732305,71.935812
p16.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p17.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p18.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p19.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p20.pddl,settlers-sat18-strips,6,0,,,,,,,,,,
p01.pddl,snake-sat18-strips,6,1,95,95,20340,0,20624,20624,45794,283,180.170684,180.353376
p02.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p03.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p04.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p05.pddl,snake-sat18-strips,6,1,71,71,13571,0,13645,13645,31850,73,107.482869,107.635817
p06.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p07.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p08.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p09.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p10.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p11.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p12.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p13.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p14.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p15.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p16.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p17.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p18.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p19.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p20.pddl,snake-sat18-strips,6,0,,,,,,,,,,
p01.pddl,sokoban-sat08-strips,6,1,41,13,192,0,215,215,504,22,0.003818,0.00609
p02.pddl,sokoban-sat08-strips,6,1,113,29,564,0,591,591,1429,26,0.011462,0.011462
p03.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p04.pddl,sokoban-sat08-strips,6,1,132,35,4510,0,5048,5048,13010,537,0.11828,0.121927
p05.pddl,sokoban-sat08-strips,6,1,133,32,4348,0,5163,5163,11467,814,0.087753,0.087753
p06.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p07.pddl,sokoban-sat08-strips,6,1,103,37,2489,0,2730,2730,6559,240,0.072545,0.07485
p08.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p09.pddl,sokoban-sat08-strips,6,1,324,51,27417,0,28497,28497,67678,1079,0.660238,0.664174
p10.pddl,sokoban-sat08-strips,6,1,429,2,434,0,435,435,868,0,0.01908,0.022997
p11.pddl,sokoban-sat08-strips,6,1,50,12,789,0,903,903,2115,113,0.160298,0.16803
p12.pddl,sokoban-sat08-strips,6,1,230,60,3634,0,3873,3873,10146,238,0.232794,0.236609
p13.pddl,sokoban-sat08-strips,6,1,101,33,440,0,512,512,1254,71,0.015248,0.017486
p14.pddl,sokoban-sat08-strips,6,1,323,54,11356,0,12475,12475,30147,1118,0.503745,0.507255
p15.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p16.pddl,sokoban-sat08-strips,6,1,319,45,18886,0,20636,20636,53275,1749,0.847161,0.85111
p17.pddl,sokoban-sat08-strips,6,1,124,25,14187,0,15031,15031,35308,843,0.725051,0.729024
p18.pddl,sokoban-sat08-strips,6,1,253,57,1734880,0,1853965,1853965,4559946,119084,81.253779,81.257068
p19.pddl,sokoban-sat08-strips,6,1,105,36,11020,0,12728,12728,33609,1707,3.635743,3.647274
p20.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p21.pddl,sokoban-sat08-strips,6,1,232,61,33153,0,36072,36072,91036,2918,2.609467,2.612066
p22.pddl,sokoban-sat08-strips,6,1,457,84,754909,0,826377,826377,1969022,71467,41.814732,41.81865
p23.pddl,sokoban-sat08-strips,6,1,311,62,39254,0,41524,41524,99551,2269,1.676105,1.681957
p24.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p25.pddl,sokoban-sat08-strips,6,1,215,62,19127,0,21736,21736,50006,2608,1.087814,1.09355
p26.pddl,sokoban-sat08-strips,6,1,414,75,897878,0,973403,973403,2368797,75524,78.440347,78.446384
p27.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p28.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p29.pddl,sokoban-sat08-strips,6,1,371,82,2061737,0,2280115,2280115,5054654,218377,96.304926,96.308505
p30.pddl,sokoban-sat08-strips,6,0,,,,,,,,,,
p01.pddl,sokoban-sat11-strips,6,1,215,62,19127,0,21736,21736,50006,2608,1.095218,1.099175
p02.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p03.pddl,sokoban-sat11-strips,6,1,124,25,14187,0,15031,15031,35308,843,0.736523,0.739761
p04.pddl,sokoban-sat11-strips,6,1,319,45,18886,0,20636,20636,53275,1749,0.896788,0.900409
p05.pddl,sokoban-sat11-strips,6,1,323,54,11356,0,12475,12475,30147,1118,0.54571,0.549589
p06.pddl,sokoban-sat11-strips,6,1,230,60,3634,0,3873,3873,10146,238,0.248057,0.253731
p07.pddl,sokoban-sat11-strips,6,1,101,33,440,0,512,512,1254,71,0.015259,0.019212
p08.pddl,sokoban-sat11-strips,6,1,457,84,754909,0,826377,826377,1969022,71467,41.663164,41.666996
p09.pddl,sokoban-sat11-strips,6,1,429,2,434,0,435,435,868,0,0.019037,0.023013
p10.pddl,sokoban-sat11-strips,6,1,311,62,39254,0,41524,41524,99551,2269,1.65565,1.659542
p11.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p12.pddl,sokoban-sat11-strips,6,1,253,57,1734880,0,1853965,1853965,4559946,119084,83.670112,83.673419
p13.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p14.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p15.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p16.pddl,sokoban-sat11-strips,6,1,105,36,11020,0,12728,12728,33609,1707,2.710999,2.718746
p17.pddl,sokoban-sat11-strips,6,1,414,75,897878,0,973403,973403,2368797,75524,66.060212,66.06421
p18.pddl,sokoban-sat11-strips,6,1,371,82,2061737,0,2280115,2280115,5054654,218377,85.667779,85.671743
p19.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p20.pddl,sokoban-sat11-strips,6,0,,,,,,,,,,
p01.pddl,spider-sat18-strips,6,1,273,47,27945,0,32800,32800,47137,4854,234.511323,234.802385
p02.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p03.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p04.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p05.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p06.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p07.pddl,spider-sat18-strips,6,1,253,50,70438,0,76567,76567,100205,6128,273.469281,273.658875
p08.pddl,spider-sat18-strips,6,1,239,58,11883,0,13276,13276,24880,1392,75.884066,76.17959
p09.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p10.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p11.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p12.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p13.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p14.pddl,spider-sat18-strips,6,1,197,53,18030,0,18865,18865,32036,834,36.990726,37.127633
p15.pddl,spider-sat18-strips,6,1,207,39,16694,0,19825,19825,31742,3130,106.471282,106.740552
p16.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p17.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p18.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p19.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p20.pddl,spider-sat18-strips,6,0,,,,,,,,,,
p01.pddl,termes-sat18-strips,6,1,346,346,980408,0,980409,980409,4030463,0,67.994766,67.998736
p02.pddl,termes-sat18-strips,6,1,562,562,1478940,0,1478941,1478941,5525579,0,110.272312,110.274184
p03.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p04.pddl,termes-sat18-strips,6,1,454,454,753798,0,753799,753799,3173436,0,53.253496,53.255457
p05.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p06.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p07.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p08.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p09.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p10.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p11.pddl,termes-sat18-strips,6,1,770,770,143785,0,143786,143786,742061,0,7.343216,7.344993
p12.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p13.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p14.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p15.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p16.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p17.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p18.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p19.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p20.pddl,termes-sat18-strips,6,0,,,,,,,,,,
p020.pddl,tetris-sat14-strips,6,1,43,90,5138,0,5139,5139,57172,0,1.347808,1.404432
p021.pddl,tetris-sat14-strips,6,1,107,231,39303,0,39304,39304,482289,0,92.260944,92.501609
p022.pddl,tetris-sat14-strips,6,1,75,137,100417,0,100418,100418,1598024,0,77.056062,77.202232
p023.pddl,tetris-sat14-strips,6,1,87,163,190719,0,190720,190720,2929420,0,179.643879,179.81008
p024.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p025.pddl,tetris-sat14-strips,6,1,47,79,154722,0,154723,154723,2589057,0,91.97485,92.06947
p026.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p027.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p028.pddl,tetris-sat14-strips,6,1,80,173,35246,0,35247,35247,523373,0,252.514819,252.933757
p029.pddl,tetris-sat14-strips,6,1,69,110,117713,0,117714,117714,2194798,0,83.063835,83.180862
p031.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p032.pddl,tetris-sat14-strips,6,1,74,110,177510,0,177511,177511,3129010,0,155.851951,156.018227
p033.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p034.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p035.pddl,tetris-sat14-strips,6,1,84,208,25409,0,25410,25410,331572,0,225.122087,225.717508
p036.pddl,tetris-sat14-strips,6,1,72,174,10749,0,10750,10750,135748,0,68.690855,69.179951
p037.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p038.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p039.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
p040.pddl,tetris-sat14-strips,6,0,,,,,,,,,,
bootstrap-typed-01.pddl,thoughtful-sat14-strips,6,1,31,31,61,0,66,66,251,4,0.007537,0.017092
bootstrap-typed-02.pddl,thoughtful-sat14-strips,6,1,27,27,39,0,40,40,171,0,0.007538,0.015267
bootstrap-typed-03.pddl,thoughtful-sat14-strips,6,1,35,35,106,0,109,109,460,2,0.011303,0.018971
bootstrap-typed-04.pddl,thoughtful-sat14-strips,6,1,34,34,84,0,85,85,484,0,0.011304,0.021665
bootstrap-typed-05.pddl,thoughtful-sat14-strips,6,1,34,34,126,0,131,131,539,4,0.011274,0.020815
p11_6_53-typed.pddl,thoughtful-sat14-strips,6,1,106,106,765,0,766,766,5308,0,0.802085,0.88384
p11_6_59-typed.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
p11_6_62-typed.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
p13_7_78-typed.pddl,thoughtful-sat14-strips,6,1,140,140,20237,0,20402,20402,196758,164,15.855379,15.945748
p13_7_79-typed.pddl,thoughtful-sat14-strips,6,1,122,122,2961,0,2962,2962,23633,0,5.18734,5.277072
p13_7_86-typed.pddl,thoughtful-sat14-strips,6,1,133,133,4697,0,4702,4702,34587,4,7.088404,7.177509
target-typed-20.pddl,thoughtful-sat14-strips,6,1,135,135,4796,0,4797,4797,32005,0,7.852985,7.939834
target-typed-21.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
target-typed-22.pddl,thoughtful-sat14-strips,6,1,158,158,20819,0,21931,21931,202431,1111,27.079299,27.16261
target-typed-23.pddl,thoughtful-sat14-strips,6,1,125,125,11088,0,11089,11089,81799,0,16.071237,16.15424
target-typed-24.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
target-typed-25.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
target-typed-26.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
target-typed-27.pddl,thoughtful-sat14-strips,6,1,190,190,82486,0,82527,82527,670383,40,94.103268,94.186264
target-typed-28.pddl,thoughtful-sat14-strips,6,0,,,,,,,,,,
p01.pddl,tidybot-sat11-strips,6,1,73,73,299,0,300,300,1202,0,1.3845,1.83612
p02.pddl,tidybot-sat11-strips,6,1,76,76,287,0,288,288,1092,0,1.260344,1.707109
p03.pddl,tidybot-sat11-strips,6,1,50,50,135,0,136,136,468,0,0.576152,1.031867
p04.pddl,tidybot-sat11-strips,6,1,24,24,58,0,59,59,274,0,0.244713,0.700368
p05.pddl,tidybot-sat11-strips,6,1,62,62,534,0,535,535,2015,0,2.114652,2.560924
p06.pddl,tidybot-sat11-strips,6,0,,,,,,,,,,
p07.pddl,tidybot-sat11-strips,6,1,51,51,441,0,442,442,1657,0,1.851555,2.298631
p08.pddl,tidybot-sat11-strips,6,1,34,34,82,0,83,83,324,0,0.376336,0.822041
p09.pddl,tidybot-sat11-strips,6,1,45,45,319,0,320,320,1126,0,2.457484,3.15352
p10.pddl,tidybot-sat11-strips,6,1,67,67,324,0,325,325,1219,0,2.509945,3.213785
p11.pddl,tidybot-sat11-strips,6,1,72,72,26205,0,26206,26206,83061,0,173.149792,173.887609
p12.pddl,tidybot-sat11-strips,6,1,41,41,21143,0,21144,21144,81238,0,158.452783,159.145345
p13.pddl,tidybot-sat11-strips,6,1,82,82,577,0,578,578,2544,0,4.403161,5.119266
p14.pddl,tidybot-sat11-strips,6,1,58,58,293,0,294,294,1199,0,2.258283,2.957113
p15.pddl,tidybot-sat11-strips,6,1,49,49,201,0,202,202,718,0,1.506986,2.226729
p16.pddl,tidybot-sat11-strips,6,0,,,,,,,,,,
p17.pddl,tidybot-sat11-strips,6,1,56,56,477,0,478,478,1934,0,5.968782,7.060956
p18.pddl,tidybot-sat11-strips,6,0,,,,,,,,,,
p19.pddl,tidybot-sat11-strips,6,0,,,,,,,,,,
p20.pddl,tidybot-sat11-strips,6,0,,,,,,,,,,
p01.pddl,transport-sat08-strips,6,1,6,54,9,0,10,10,76,0,0.0,0.003439
p02.pddl,transport-sat08-strips,6,1,23,347,34,0,35,35,321,0,0.003827,0.005731
p03.pddl,transport-sat08-strips,6,1,35,518,48,0,49,49,780,0,0.011289,0.019012
p04.pddl,transport-sat08-strips,6,1,64,917,118,0,119,119,1657,0,0.033878,0.045305
p05.pddl,transport-sat08-strips,6,1,82,1154,248,0,249,249,3853,0,0.079036,0.101751
p06.pddl,transport-sat08-strips,6,1,92,1219,259,0,260,260,5723,0,0.210765,0.252187
p07.pddl,transport-sat08-strips,6,1,133,1579,768,0,769,769,19524,0,0.84815,0.903464
p08.pddl,transport-sat08-strips,6,1,142,1702,658,0,659,659,16403,0,1.324871,1.396362
p09.pddl,transport-sat08-strips,6,1,145,1733,544,0,545,545,13333,0,1.607163,1.70725
p10.pddl,transport-sat08-strips,6,1,158,1808,789,0,790,790,22471,0,2.972236,3.088897
p11.pddl,transport-sat08-strips,6,1,11,473,13,0,14,14,67,0,0.0,0.0
p12.pddl,transport-sat08-strips,6,1,32,1193,48,0,49,49,468,0,0.003739,0.00765
p13.pddl,transport-sat08-strips,6,1,47,1391,79,0,80,80,988,0,0.018799,0.02645
p14.pddl,transport-sat08-strips,6,1,74,2170,162,0,163,163,2111,0,0.052517,0.06646
p15.pddl,transport-sat08-strips,6,1,134,4044,27836,0,27837,27837,437088,0,11.712237,11.734897
p16.pddl,transport-sat08-strips,6,1,193,4941,33719,0,33720,33720,883513,0,34.962648,35.011673
p17.pddl,transport-sat08-strips,6,0,,,,,,,,,,
p18.pddl,transport-sat08-strips,6,1,247,5322,64121,0,64122,64122,1307452,0,207.303538,207.391757
p19.pddl,transport-sat08-strips,6,0,,,,,,,,,,
p20.pddl,transport-sat08-strips,6,0,,,,,,,,,,
p21.pddl,transport-sat08-strips,6,1,8,431,10,0,11,11,54,0,0.0,0.003023
p22.pddl,transport-sat08-strips,6,1,18,710,32,0,33,33,260,0,0.003734,0.007229
p23.pddl,transport-sat08-strips,6,1,30,1036,37,0,38,38,484,0,0.007519,0.015165
p24.pddl,transport-sat08-strips,6,1,66,2082,195,0,196,196,2801,0,0.052636,0.071431
p25.pddl,transport-sat08-strips,6,1,88,3143,320,0,321,321,5288,0,0.135355,0.158043
p26.pddl,transport-sat08-strips,6,1,119,3362,27307,0,27308,27308,685137,0,20.829896,20.878904
p27.pddl,transport-sat08-strips,6,1,133,3543,805,0,806,806,16340,0,1.138374,1.201956
p28.pddl,transport-sat08-strips,6,1,138,3980,374,0,375,375,8743,0,0.85287,0.939307
p29.pddl,transport-sat08-strips,6,1,208,5522,61599,0,61600,61600,1079414,0,191.212092,191.317493
p30.pddl,transport-sat08-strips,6,0,,,,,,,,,,
p01.pddl,transport-sat11-strips,6,1,142,1702,658,0,659,659,16403,0,1.319377,1.390974
p02.pddl,transport-sat11-strips,6,1,145,1733,544,0,545,545,13333,0,1.427893,1.525607
p03.pddl,transport-sat11-strips,6,1,208,5522,61599,0,61600,61600,1079414,0,242.760791,242.87173
p04.pddl,transport-sat11-strips,6,1,193,4941,33719,0,33720,33720,883513,0,41.894975,41.962482
p05.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p06.pddl,transport-sat11-strips,6,1,247,5322,64121,0,64122,64122,1307452,0,201.809312,201.902598
p07.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p08.pddl,transport-sat11-strips,6,1,158,1808,789,0,790,790,22471,0,2.990228,3.113932
p09.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p10.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p11.pddl,transport-sat11-strips,6,1,213,2243,2949,0,2950,2950,76484,0,12.860376,13.002379
p12.pddl,transport-sat11-strips,6,1,225,2360,3145,0,3146,3146,71112,0,13.280694,13.402767
p13.pddl,transport-sat11-strips,6,1,252,2868,1476,0,1477,1477,37816,0,7.069978,7.215659
p14.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p15.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p16.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p17.pddl,transport-sat11-strips,6,1,436,6618,6797,0,6798,6798,157617,0,136.336254,136.83529
p18.pddl,transport-sat11-strips,6,1,369,6207,6244,0,6245,6245,148484,0,134.292722,134.74948
p19.pddl,transport-sat11-strips,6,1,414,6438,4646,0,4647,4647,109153,0,121.905089,122.470058
p20.pddl,transport-sat11-strips,6,0,,,,,,,,,,
p01.pddl,transport-sat14-strips,6,1,257,3010,1930,0,1931,1931,50174,0,10.542452,10.702692
p02.pddl,transport-sat14-strips,6,1,424,3937,13381,0,13382,13382,307442,0,89.468859,89.670745
p03.pddl,transport-sat14-strips,6,1,285,3056,2752,0,2753,2753,82122,0,15.139976,15.29014
p04.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p05.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p06.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p07.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p08.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p09.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p10.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p11.pddl,transport-sat14-strips,6,1,245,2738,1846,0,1847,1847,65486,0,11.762552,11.967107
p12.pddl,transport-sat14-strips,6,1,359,3712,8024,0,8025,8025,248449,0,48.86067,49.08927
p13.pddl,transport-sat14-strips,6,1,279,2981,2022,0,2023,2023,38157,0,4.966622,5.09782
p14.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p15.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p16.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p17.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p18.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p19.pddl,transport-sat14-strips,6,0,,,,,,,,,,
p20.pddl,transport-sat14-strips,6,0,,,,,,,,,,
problem12.pddl,visitall-sat11-strips,6,1,1233,1233,21651,0,21652,21652,85342,0,0.475097,0.477149
problem14.pddl,visitall-sat11-strips,6,1,2010,2010,72405,0,72406,72406,287840,0,2.289404,2.293193
problem16.pddl,visitall-sat11-strips,6,1,3073,3073,217324,0,217325,217325,866877,0,9.556719,9.558662
problem18.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem20.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem22.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem24.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem26.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem28.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem30.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem32.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem34.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem36.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem38.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem40.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem42.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem44.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem46.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem48.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
problem50.pddl,visitall-sat11-strips,6,0,,,,,,,,,,
pfile30.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile31.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile32.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile33.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile50.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile51.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile52.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile53.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile54.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile55.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile56.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile57.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile58.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
pfile59.pddl,visitall-sat14-strips,6,0,,,,,,,,,,
