problem,domain,solver,solved,plan_length,plan_cost,expanded,reopened,evaluated,evaluations,generated,dead_ends,search_time,total_time
p031.pddl,tetris-sat14-strips,2,1,75,168,238067,0,238068,238068,3574843,0,162.314906,162.898838
p032.pddl,tetris-sat14-strips,2,0,,,,,,,,,,
p033.pddl,tetris-sat14-strips,2,1,68,155,175221,0,175222,175222,2151119,0,103.667279,104.097032
p034.pddl,tetris-sat14-strips,2,1,64,161,43042,0,43043,43043,478425,0,26.606205,27.033521
p035.pddl,tetris-sat14-strips,2,1,54,134,81304,0,81305,81305,1082295,0,55.450862,55.98644
p036.pddl,tetris-sat14-strips,2,1,45,117,31315,0,31316,31316,420732,0,16.815491,17.213585
p037.pddl,tetris-sat14-strips,2,0,,,,,,,,,,
p038.pddl,tetris-sat14-strips,2,0,,,,,,,,,,
p039.pddl,tetris-sat14-strips,2,1,81,167,377813,0,377814,377814,6047487,0,277.901341,278.457382
p040.pddl,tetris-sat14-strips,2,0,,,,,,,,,,
bootstrap-typed-01.pddl,thoughtful-sat14-strips,2,1,32,32,50,0,51,51,223,0,0.0,0.011992
bootstrap-typed-02.pddl,thoughtful-sat14-strips,2,1,27,27,48,0,49,49,191,0,0.0,0.007977
bootstrap-typed-03.pddl,thoughtful-sat14-strips,2,1,32,32,51,0,52,52,244,0,0.0,0.007997
bootstrap-typed-04.pddl,thoughtful-sat14-strips,2,1,30,30,10946265,0,13739251,13739251,59621094,2792985,236.508427,236.515604
bootstrap-typed-05.pddl,thoughtful-sat14-strips,2,1,33,33,75,0,76,76,319,0,0.004005,0.008004
p11_6_53-typed.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
p11_6_59-typed.pddl,thoughtful-sat14-strips,2,1,114,114,501,0,502,502,2404,0,0.075997,0.143978
p11_6_62-typed.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
p13_7_78-typed.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
p13_7_79-typed.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
p13_7_86-typed.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
target-typed-20.pddl,thoughtful-sat14-strips,2,1,141,141,1387,0,1388,1388,9971,0,0.259985,0.355595
target-typed-21.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
target-typed-22.pddl,thoughtful-sat14-strips,2,1,145,145,1866,0,1915,1915,15437,48,0.297389,0.400429
target-typed-23.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
target-typed-24.pddl,thoughtful-sat14-strips,2,1,122,122,1467,0,1468,1468,14086,0,0.212308,0.296411
target-typed-25.pddl,thoughtful-sat14-strips,2,1,112,112,1370,0,1375,1375,8257,4,0.267948,0.375911
target-typed-26.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
target-typed-27.pddl,thoughtful-sat14-strips,2,1,127,127,1621,0,1622,1622,10662,0,0.32716,0.426877
target-typed-28.pddl,thoughtful-sat14-strips,2,0,,,,,,,,,,
p01.pddl,tidybot-sat11-strips,2,1,87,87,814,0,815,815,2788,0,0.536351,1.433452
p02.pddl,tidybot-sat11-strips,2,1,62,62,544,0,545,545,1913,0,0.343452,1.283682
p03.pddl,tidybot-sat11-strips,2,1,54,54,258,0,261,261,867,2,0.139607,1.021171
p04.pddl,tidybot-sat11-strips,2,1,30,30,96,0,97,97,336,0,0.07171,0.982284
p05.pddl,tidybot-sat11-strips,2,1,58,58,1484,0,1485,1485,5408,0,0.753904,1.649066
p06.pddl,tidybot-sat11-strips,2,1,97,97,30361,0,30362,30362,101132,0,14.481811,15.406438
p07.pddl,tidybot-sat11-strips,2,1,49,49,179,0,180,180,617,0,0.115664,1.03272
p08.pddl,tidybot-sat11-strips,2,1,34,34,82,0,83,83,291,0,0.043795,0.94323
p09.pddl,tidybot-sat11-strips,2,1,41,41,157,0,158,158,510,0,0.195069,1.890501
p10.pddl,tidybot-sat11-strips,2,1,92,92,676,0,677,677,2294,0,0.750534,2.410546
p11.pddl,tidybot-sat11-strips,2,1,76,76,4538,0,4539,4539,15090,0,4.670242,6.280678
p12.pddl,tidybot-sat11-strips,2,0,,,,,,,,,,
p13.pddl,tidybot-sat11-strips,2,1,82,82,2125,0,2126,2126,7732,0,2.601241,4.250692
p14.pddl,tidybot-sat11-strips,2,1,60,60,346,0,347,347,1121,0,0.387459,2.036314
p15.pddl,tidybot-sat11-strips,2,1,55,55,352,0,354,354,1130,1,0.406697,2.037073
p16.pddl,tidybot-sat11-strips,2,1,82,82,1411,0,1412,1412,5010,0,1.34724,2.957209
p17.pddl,tidybot-sat11-strips,2,1,47,47,318,0,319,319,1018,0,0.882252,3.557904
p18.pddl,tidybot-sat11-strips,2,0,,,,,,,,,,
p19.pddl,tidybot-sat11-strips,2,0,,,,,,,,,,
p20.pddl,tidybot-sat11-strips,2,0,,,,,,,,,,
p01.pddl,transport-sat08-strips,2,1,6,54,11,0,12,12,90,0,0.0,0.002026
p02.pddl,transport-sat08-strips,2,1,26,431,44,0,45,45,380,0,0.0,0.003293
p03.pddl,transport-sat08-strips,2,1,36,603,97,0,98,98,1575,0,0.004017,0.012045
p04.pddl,transport-sat08-strips,2,1,58,841,275,0,276,276,3782,0,0.01203,0.02618
p05.pddl,transport-sat08-strips,2,1,79,1130,444,0,445,445,6603,0,0.02807,0.048032
p06.pddl,transport-sat08-strips,2,1,116,1816,572,0,573,573,11369,0,0.06811,0.107029
p07.pddl,transport-sat08-strips,2,1,131,1853,881,0,882,882,19924,0,0.16011,0.212148
p08.pddl,transport-sat08-strips,2,1,131,1695,1418,0,1419,1419,31404,0,0.315808,0.391311
p09.pddl,transport-sat08-strips,2,1,139,1659,884,0,885,885,16189,0,0.251514,0.361715
p10.pddl,transport-sat08-strips,2,1,149,1748,1508,0,1509,1509,35070,0,0.505785,0.631195
p11.pddl,transport-sat08-strips,2,1,11,475,13,0,14,14,67,0,0.0,0.0
p12.pddl,transport-sat08-strips,2,1,33,1340,80,0,81,81,502,0,0.0,0.00265
p13.pddl,transport-sat08-strips,2,1,39,1006,97,0,98,98,1031,0,0.003988,0.011836
p14.pddl,transport-sat08-strips,2,1,121,3811,1630,0,1631,1631,21703,0,0.07573,0.090397
p15.pddl,transport-sat08-strips,2,1,114,3758,1182,0,1183,1183,18156,0,0.079727,0.103508
p16.pddl,transport-sat08-strips,2,1,161,5169,131264,0,131265,131265,3009535,0,17.485683,17.531118
p17.pddl,transport-sat08-strips,2,1,198,4698,682130,0,682131,682131,12569700,0,130.991631,131.05981
p18.pddl,transport-sat08-strips,2,0,,,,,,,,,,
p19.pddl,transport-sat08-strips,2,0,,,,,,,,,,
p20.pddl,transport-sat08-strips,2,0,,,,,,,,,,
p21.pddl,transport-sat08-strips,2,1,8,431,12,0,13,13,63,0,0.0,0.002761
p22.pddl,transport-sat08-strips,2,1,20,778,55,0,56,56,336,0,0.0,0.004027
p23.pddl,transport-sat08-strips,2,1,31,904,55,0,56,56,823,0,0.004019,0.011637
p24.pddl,transport-sat08-strips,2,1,66,2573,461,0,462,462,5764,0,0.024085,0.036128
p25.pddl,transport-sat08-strips,2,1,84,2545,599,0,600,600,9393,0,0.044152,0.064223
p26.pddl,transport-sat08-strips,2,1,92,2746,884,0,885,885,19091,0,0.120287,0.16373
p27.pddl,transport-sat08-strips,2,1,122,4746,2137,0,2138,2138,35713,0,0.440231,0.496244
p28.pddl,transport-sat08-strips,2,1,160,5605,2206,0,2207,2207,55170,0,0.559257,0.631165
p29.pddl,transport-sat08-strips,2,1,201,5463,3598,0,3599,3599,77044,0,1.196521,1.303412
p30.pddl,transport-sat08-strips,2,1,231,6841,4794,0,4795,4795,86727,0,1.983257,2.106553
p01.pddl,transport-sat11-strips,2,1,131,1695,1418,0,1419,1419,31404,0,0.29454,0.356339
p02.pddl,transport-sat11-strips,2,1,139,1659,884,0,885,885,16189,0,0.254668,0.342019
p03.pddl,transport-sat11-strips,2,1,201,5463,3598,0,3599,3599,77044,0,1.197958,1.292649
p04.pddl,transport-sat11-strips,2,1,161,5169,131264,0,131265,131265,3009535,0,17.676295,17.718512
p05.pddl,transport-sat11-strips,2,1,198,4698,682130,0,682131,682131,12569700,0,132.228118,132.283895
p06.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p07.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p08.pddl,transport-sat11-strips,2,1,149,1748,1508,0,1509,1509,35070,0,0.564666,0.727652
p09.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p10.pddl,transport-sat11-strips,2,1,231,6841,4794,0,4795,4795,86727,0,2.0696,2.270386
p11.pddl,transport-sat11-strips,2,1,222,2589,4639,0,4640,4640,90096,0,1.911745,2.103456
p12.pddl,transport-sat11-strips,2,1,191,2228,3750,0,3751,3751,75901,0,1.492865,1.667413
p13.pddl,transport-sat11-strips,2,1,302,3702,18939,0,18940,18940,329138,0,7.836783,8.035371
p14.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p15.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p16.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p17.pddl,transport-sat11-strips,2,1,419,8138,23687,0,23688,23688,468785,0,40.136109,40.720711
p18.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p19.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p20.pddl,transport-sat11-strips,2,0,,,,,,,,,,
p01.pddl,transport-sat14-strips,2,1,224,2576,17378,0,17379,17379,448404,0,7.418286,7.5636
p02.pddl,transport-sat14-strips,2,1,352,4205,10150,0,10151,10151,224484,0,5.606963,5.797222
p03.pddl,transport-sat14-strips,2,1,274,3124,2610,0,2611,2611,51420,0,1.236244,1.386036
p04.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p05.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p06.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p07.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p08.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p09.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p10.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p11.pddl,transport-sat14-strips,2,1,230,2524,3664,0,3665,3665,105166,0,2.627599,2.896651
p12.pddl,transport-sat14-strips,2,1,286,3109,5651,0,5652,5652,148273,0,4.166234,4.433527
p13.pddl,transport-sat14-strips,2,1,287,3207,13874,0,13875,13875,275865,0,6.069681,6.226811
p14.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p15.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p16.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p17.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p18.pddl,transport-sat14-strips,2,1,490,9769,14130,0,14131,14131,283835,0,78.221583,79.187766
p19.pddl,transport-sat14-strips,2,0,,,,,,,,,,
p20.pddl,transport-sat14-strips,2,0,,,,,,,,,,
problem12.pddl,visitall-sat11-strips,2,1,485,485,29894,0,29895,29895,117931,0,0.301611,0.305073
problem14.pddl,visitall-sat11-strips,2,1,705,705,166945,0,166946,166946,642222,0,2.427273,2.428925
problem16.pddl,visitall-sat11-strips,2,1,989,989,844769,0,844770,844770,3305711,0,15.922932,15.925518
problem18.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem20.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem22.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem24.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem26.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem28.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem30.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem32.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem34.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem36.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem38.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem40.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem42.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem44.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem46.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem48.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
problem50.pddl,visitall-sat11-strips,2,0,,,,,,,,,,
pfile30.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile31.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile32.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile33.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile50.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile51.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile52.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile53.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile54.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile55.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile56.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile57.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile58.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile59.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile60.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile61.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile62.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile63.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile64.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
pfile65.pddl,visitall-sat14-strips,2,0,,,,,,,,,,
p01.pddl,woodworking-sat08-strips,2,1,6,125,7,0,8,8,55,0,0.0,0.0
p02.pddl,woodworking-sat08-strips,2,1,14,280,24,0,25,25,380,0,0.0,0.003981
p03.pddl,woodworking-sat08-strips,2,1,24,590,6801,0,6802,6802,339487,0,0.105785,0.112855
p04.pddl,woodworking-sat08-strips,2,1,45,930,14689,0,14690,14690,906707,0,0.286023,0.292094
p05.pddl,woodworking-sat08-strips,2,1,37,750,12071,0,12075,12075,822212,3,0.333023,0.343794
p06.pddl,woodworking-sat08-strips,2,1,41,935,13128,0,13156,13156,1392084,27,0.442794,0.458224
p07.pddl,woodworking-sat08-strips,2,1,59,1355,20454,0,20461,20461,1494819,6,0.881636,0.904493
p08.pddl,woodworking-sat08-strips,2,1,60,1470,33743,0,33744,33744,4995704,0,1.767178,1.794098
p09.pddl,woodworking-sat08-strips,2,1,69,1550,38959,0,38961,38961,6792622,1,2.723258,2.75854
p10.pddl,woodworking-sat08-strips,2,1,78,1635,42774,0,42788,42788,5353722,13,2.699718,2.736703
p11.pddl,woodworking-sat08-strips,2,1,6,70,7,0,8,8,56,0,0.0,0.002467
p12.pddl,woodworking-sat08-strips,2,1,13,315,13,0,14,14,250,0,0.0,0.003019
p13.pddl,woodworking-sat08-strips,2,1,25,570,8737,0,8738,8738,370987,0,0.152805,0.159628
p14.pddl,woodworking-sat08-strips,2,1,30,710,9081,0,9084,9084,921485,2,0.262511,0.274286
p15.pddl,woodworking-sat08-strips,2,1,40,965,13349,0,13350,13350,822297,0,0.30953,0.317404
p16.pddl,woodworking-sat08-strips,2,1,43,945,12736,0,12751,12751,1234588,14,0.454523,0.470251
p17.pddl,woodworking-sat08-strips,2,1,58,1195,33937,0,33938,33938,3946863,0,1.465307,1.483023
p18.pddl,woodworking-sat08-strips,2,1,60,1300,39557,0,39558,39558,5780222,0,2.096149,2.119366
p19.pddl,woodworking-sat08-strips,2,1,70,1485,27950,0,28039,28039,3853172,88,1.57513,1.601093
p20.pddl,woodworking-sat08-strips,2,1,89,1910,22985,0,23087,23087,4746344,101,1.771043,1.806351
p21.pddl,woodworking-sat08-strips,2,1,8,180,408,0,463,463,4432,54,0.0,0.002189
p22.pddl,woodworking-sat08-strips,2,1,15,330,5237,0,6947,6947,128435,1709,0.058763,0.062731
p23.pddl,woodworking-sat08-strips,2,1,24,520,7911,0,8405,8405,312722,493,0.11754,0.123888
p24.pddl,woodworking-sat08-strips,2,1,35,840,11516,0,11517,11517,562850,0,0.258582,0.265537
p25.pddl,woodworking-sat08-strips,2,1,37,760,14811,0,14833,14833,952232,21,0.411417,0.42601
p26.pddl,woodworking-sat08-strips,2,1,60,1205,16173,0,16174,16174,1664271,0,0.552464,0.566458
p27.pddl,woodworking-sat08-strips,2,1,44,935,16958,0,16963,16963,1920169,4,0.713107,0.728831
p28.pddl,woodworking-sat08-strips,2,1,76,1730,34683,0,34684,34684,5249644,0,1.95124,1.974808
p29.pddl,woodworking-sat08-strips,2,1,75,1535,45008,0,45026,45026,7143070,17,2.691801,2.717463
p30.pddl,woodworking-sat08-strips,2,1,73,1620,37322,0,37323,37323,8514684,0,3.001218,3.034497
p01.pddl,woodworking-sat11-strips,2,1,59,1355,20454,0,20461,20461,1494819,6,0.869842,0.893364
p02.pddl,woodworking-sat11-strips,2,1,60,1470,33743,0,33744,33744,4995704,0,1.767119,1.794144
p03.pddl,woodworking-sat11-strips,2,1,70,1485,27950,0,28039,28039,3853172,88,1.601675,1.625241
p04.pddl,woodworking-sat11-strips,2,1,69,1550,38959,0,38961,38961,6792622,1,2.703538,2.738809
p05.pddl,woodworking-sat11-strips,2,1,89,1910,22985,0,23087,23087,4746344,101,1.774803,1.814028
p06.pddl,woodworking-sat11-strips,2,1,78,1635,42774,0,42788,42788,5353722,13,2.750523,2.796213
p07.pddl,woodworking-sat11-strips,2,1,76,1730,34683,0,34684,34684,5249644,0,1.966862,1.993416
p08.pddl,woodworking-sat11-strips,2,1,75,1535,45008,0,45026,45026,7143070,17,2.687755,2.714329
p09.pddl,woodworking-sat11-strips,2,1,60,1300,39557,0,39558,39558,5780222,0,2.100087,2.12363
p10.pddl,woodworking-sat11-strips,2,1,6,70,7,0,8,8,56,0,0.0,0.0
p11.pddl,woodworking-sat11-strips,2,1,86,1860,32184,0,32185,32185,7723645,0,2.617318,2.652619
p12.pddl,woodworking-sat11-strips,2,1,81,1825,24399,0,24436,24436,4782022,36,1.978628,2.025454
p13.pddl,woodworking-sat11-strips,2,1,96,2040,64217,0,64244,64244,12975563,26,4.983883,5.02124
p14.pddl,woodworking-sat11-strips,2,1,73,1460,38264,0,38265,38265,8352999,0,3.130675,3.165895
p15.pddl,woodworking-sat11-strips,2,1,101,2240,50778,0,50801,50801,10253313,22,4.854439,4.908047
p16.pddl,woodworking-sat11-strips,2,1,90,1920,45949,0,45950,45950,9158944,0,4.125692,4.17277
p17.pddl,woodworking-sat11-strips,2,1,45,990,15492,0,15493,15493,4208613,0,1.073536,1.124521
p18.pddl,woodworking-sat11-strips,2,1,71,1525,45445,0,45446,45446,10542970,0,2.718733,2.763862
p19.pddl,woodworking-sat11-strips,2,1,58,1275,29621,0,29622,29622,8137333,0,2.229339,2.284243
p20.pddl,woodworking-sat11-strips,2,1,57,1355,18871,0,18894,18894,6763361,22,1.845384,1.915218
p01.pddl,agricola-sat18-strips,3,1,55,3277,101,0,109,109,113,7,1.325817,2.834317
p02.pddl,agricola-sat18-strips,3,1,69,4007,129,0,142,142,148,12,2.175522,4.068761
p03.pddl,agricola-sat18-strips,3,1,83,4737,156,0,172,172,180,15,4.401783,7.217696
p04.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p05.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p06.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p07.pddl,agricola-sat18-strips,3,1,120,6206,256,0,270,270,277,13,12.032862,14.748273
p08.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p09.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p10.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p11.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p12.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p13.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p14.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p15.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p16.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p17.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p18.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p19.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
p20.pddl,agricola-sat18-strips,3,0,,,,,,,,,,
pfile06-021.pddl,barman-sat11-strips,3,1,228,444,3441043,0,3660896,3660896,9928562,219852,168.891763,168.903046
pfile06-022.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile06-023.pddl,barman-sat11-strips,3,1,143,314,1942839,0,2033034,2033034,4955084,90194,90.864381,90.871872
pfile06-024.pddl,barman-sat11-strips,3,1,175,337,783937,0,830750,830750,2112095,46812,38.47756,38.484949
pfile07-025.pddl,barman-sat11-strips,3,1,264,498,2329790,0,2428944,2428944,6049337,99153,127.307402,127.318905
pfile07-026.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile07-027.pddl,barman-sat11-strips,3,1,218,434,3294383,0,3484925,3484925,8660758,190541,179.875187,179.885043
pfile07-028.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile08-029.pddl,barman-sat11-strips,3,1,229,454,3376401,0,3519543,3519543,8638360,143141,214.870559,214.884135
pfile08-030.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile08-031.pddl,barman-sat11-strips,3,1,234,468,3925212,0,4098271,4098271,10400650,173058,263.67071,263.68221
pfile08-032.pddl,barman-sat11-strips,3,1,209,416,3829351,0,3996816,3996816,9929162,167464,254.368309,254.383727
pfile09-033.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile09-034.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile09-035.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile09-036.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile10-037.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile10-038.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile10-039.pddl,barman-sat11-strips,3,0,,,,,,,,,,
pfile10-040.pddl,barman-sat11-strips,3,0,,,,,,,,,,
p1-11-4-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p1-11-5-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p1-11-5-16.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p2-10-4-13.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p2-11-4-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p2-11-5-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p2-11-5-16.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p2-11-5-17.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p3-10-4-13.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p3-11-4-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p3-11-5-15.pddl,barman-sat14-strips,3,1,324,324,2658349,0,2724819,2724819,5214137,66469,254.950643,254.969445
p3-11-5-16.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p3-11-5-17.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p4-11-4-14.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p4-11-4-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p4-11-5-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p5-10-4-13.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p5-11-4-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p5-11-5-15.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p5-11-5-16.pddl,barman-sat14-strips,3,0,,,,,,,,,,
p01.pddl,caldera-sat18-strips,3,1,11,11,14,0,15,15,14,0,0.003773,0.02047
p02.pddl,caldera-sat18-strips,3,1,12,12,16,0,17,17,16,0,0.003771,0.017175
p03.pddl,caldera-sat18-strips,3,1,17,17,26,0,27,27,26,0,0.018852,0.060419
p04.pddl,caldera-sat18-strips,3,1,16,16,24,0,25,25,24,0,0.037716,0.112885
p05.pddl,caldera-sat18-strips,3,1,20,20,29,0,30,30,29,0,0.147081,0.343112
p06.pddl,caldera-sat18-strips,3,1,22,22,34,0,35,35,34,0,0.094476,0.217583
p07.pddl,caldera-sat18-strips,3,1,27,27,72,0,73,73,72,0,1.001411,1.468991
p08.pddl,caldera-sat18-strips,3,1,25,25,36,0,37,37,36,0,0.551597,1.167475
p09.pddl,caldera-sat18-strips,3,1,31,31,50,0,54,54,53,3,1.224231,2.165295
p10.pddl,caldera-sat18-strips,3,1,28,28,43,0,44,44,43,0,0.898784,1.669323
p11.pddl,caldera-sat18-strips,3,1,34,34,57,0,58,58,57,0,3.917466,6.32566
p12.pddl,caldera-sat18-strips,3,1,33,33,51,0,52,52,51,0,4.137188,6.917861
p13.pddl,caldera-sat18-strips,3,1,36,36,62,0,63,63,62,0,7.259749,11.991996
p14.pddl,caldera-sat18-strips,3,1,40,40,88,0,120,120,119,31,9.666031,14.830162
p15.pddl,caldera-sat18-strips,3,1,45,45,71,0,76,76,75,4,12.740917,19.240409
p16.pddl,caldera-sat18-strips,3,1,44,44,102,0,103,103,102,0,20.90384,28.264591
p17.pddl,caldera-sat18-strips,3,1,44,44,74,0,75,75,74,0,31.072366,48.223625
p18.pddl,caldera-sat18-strips,3,1,45,45,79,0,80,80,79,0,28.855669,42.97747
p19.pddl,caldera-sat18-strips,3,0,,,,,,,,,,
p20.pddl,caldera-sat18-strips,3,0,,,,,,,,,,
p01.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p02.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p03.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p04.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p05.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p06.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p07.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p08.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p09.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p10.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p11.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p12.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p13.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p14.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p15.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p16.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p17.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p18.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p19.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p20.pddl,caldera-split-sat18-strips,3,0,,,,,,,,,,
p01.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p02.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p03.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p04.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p05.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p06.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p07.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p08.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p09.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p10.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p11.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p12.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p13.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
