Domain,Problem,Planner,solved,cost,length,expanded,time
snake-sat18-strips,p12,solver_4,False,,,,
snake-sat18-strips,p15,solver_4,False,,,,
snake-sat18-strips,p11,solver_4,False,,,,
scanalyzer-sat11-strips,p06,solver_3,True,62.0,46.0,17345.0,125.955622
scanalyzer-sat11-strips,p14,solver_3,True,76.0,44.0,4845.0,3.103915
scanalyzer-sat11-strips,p13,solver_3,True,46.0,26.0,475.0,0.034905
scanalyzer-sat11-strips,p17,solver_3,True,118.0,82.0,229770.0,271.012165
scanalyzer-sat11-strips,p01,solver_3,True,54.0,38.0,9339.0,64.85523
scanalyzer-sat11-strips,p20,solver_3,False,,,,
scanalyzer-sat11-strips,p09,solver_3,True,76.0,52.0,13045.0,1.601562
scanalyzer-sat11-strips,p08,solver_3,True,76.0,60.0,36751.0,264.186384
scanalyzer-sat11-strips,p05,solver_3,True,70.0,42.0,2625.0,1.054003
scanalyzer-sat11-strips,p04,solver_3,True,62.0,42.0,4084.0,0.203808
scanalyzer-sat11-strips,p03,solver_3,True,48.0,32.0,1088.0,0.027134
scanalyzer-sat11-strips,p07,solver_3,True,78.0,46.0,3420.0,2.692457
scanalyzer-sat11-strips,p16,solver_3,True,86.0,50.0,8922.0,12.951142
scanalyzer-sat11-strips,p19,solver_3,False,,,,
scanalyzer-sat11-strips,p18,solver_3,False,,,,
scanalyzer-sat11-strips,p02,solver_3,True,56.0,32.0,635.0,0.123871
scanalyzer-sat11-strips,p10,solver_3,True,66.0,38.0,2449.0,0.82697
scanalyzer-sat11-strips,p12,solver_3,True,56.0,32.0,1131.0,0.155824
scanalyzer-sat11-strips,p15,solver_3,True,104.0,72.0,96412.0,51.472012
scanalyzer-sat11-strips,p11,solver_3,True,90.0,62.0,37170.0,9.545189
folding-sat23-strips,p06,solver_3,False,,,,
folding-sat23-strips,p14,solver_3,False,,,,
folding-sat23-strips,p13,solver_3,False,,,,
folding-sat23-strips,p17,solver_3,False,,,,
folding-sat23-strips,p01,solver_3,False,,,,21.97214
folding-sat23-strips,p20,solver_3,False,,,,
folding-sat23-strips,p09,solver_3,False,,,,
folding-sat23-strips,p08,solver_3,True,40.0,406.0,7683.0,70.656388
folding-sat23-strips,p05,solver_3,False,,,,
folding-sat23-strips,p04,solver_3,False,,,,
folding-sat23-strips,p03,solver_3,False,,,,
folding-sat23-strips,p07,solver_3,False,,,,
folding-sat23-strips,p16,solver_3,False,,,,
folding-sat23-strips,p19,solver_3,False,,,,
folding-sat23-strips,p18,solver_3,False,,,,
folding-sat23-strips,p02,solver_3,False,,,,
folding-sat23-strips,p10,solver_3,False,,,,
folding-sat23-strips,p12,solver_3,False,,,,
folding-sat23-strips,p15,solver_3,False,,,,
folding-sat23-strips,p11,solver_3,False,,,,
woodworking-sat11-strips,p06,solver_3,False,,,,3.757809
woodworking-sat11-strips,p14,solver_3,False,,,,0.156286
woodworking-sat11-strips,p13,solver_3,False,,,,50.016634
woodworking-sat11-strips,p17,solver_3,False,,,,0.069286
woodworking-sat11-strips,p01,solver_3,False,,,,0.067143
woodworking-sat11-strips,p20,solver_3,False,,,,0.126799
woodworking-sat11-strips,p09,solver_3,False,,,,0.054189
woodworking-sat11-strips,p08,solver_3,False,,,,0.11542
woodworking-sat11-strips,p05,solver_3,False,,,,0.206646
woodworking-sat11-strips,p04,solver_3,False,,,,0.090437
woodworking-sat11-strips,p03,solver_3,False,,,,0.05802
woodworking-sat11-strips,p07,solver_3,False,,,,0.110291
woodworking-sat11-strips,p16,solver_3,False,,,,2.104874
woodworking-sat11-strips,p19,solver_3,False,,,,0.091585
woodworking-sat11-strips,p18,solver_3,False,,,,0.081138
woodworking-sat11-strips,p02,solver_3,False,,,,0.076969
woodworking-sat11-strips,p10,solver_3,True,50.0,5.0,5.0,0.002048
woodworking-sat11-strips,p12,solver_3,False,,,,0.167807
woodworking-sat11-strips,p15,solver_3,False,,,,0.180297
woodworking-sat11-strips,p11,solver_3,False,,,,0.162296
barman-sat14-strips,p2-11-5-15,solver_3,False,,,,
barman-sat14-strips,p5-11-5-15,solver_3,False,,,,
barman-sat14-strips,p3-11-4-15,solver_3,False,,,,110.506403
barman-sat14-strips,p4-11-4-15,solver_3,False,,,,
barman-sat14-strips,p3-11-5-16,solver_3,False,,,,
barman-sat14-strips,p3-11-5-17,solver_3,False,,,,
barman-sat14-strips,p1-11-5-16,solver_3,False,,,,
barman-sat14-strips,p1-11-4-15,solver_3,False,,,,
barman-sat14-strips,p2-11-5-17,solver_3,False,,,,
barman-sat14-strips,p3-11-5-15,solver_3,True,324.0,324.0,2658349.0,254.969445
barman-sat14-strips,p2-11-5-16,solver_3,False,,,,
barman-sat14-strips,p3-10-4-13,solver_3,False,,,,219.676355
barman-sat14-strips,p1-11-5-15,solver_3,False,,,,
barman-sat14-strips,p5-11-4-15,solver_3,False,,,,
barman-sat14-strips,p5-11-5-16,solver_3,False,,,,
barman-sat14-strips,p5-10-4-13,solver_3,False,,,,
barman-sat14-strips,p4-11-5-15,solver_3,False,,,,
barman-sat14-strips,p2-11-4-15,solver_3,False,,,,
barman-sat14-strips,p4-11-4-14,solver_3,False,,,,
barman-sat14-strips,p2-10-4-13,solver_3,False,,,,128.46839
spider-sat18-strips,p06,solver_3,False,,,,11.343439
spider-sat18-strips,p14,solver_3,True,31.0,159.0,460.0,1.276914
spider-sat18-strips,p13,solver_3,False,,,,
spider-sat18-strips,p17,solver_3,True,60.0,297.0,4686.0,74.44605
spider-sat18-strips,p01,solver_3,False,,,,10.848566
spider-sat18-strips,p20,solver_3,False,,,,
spider-sat18-strips,p09,solver_3,True,50.0,281.0,3841.0,63.966326
spider-sat18-strips,p08,solver_3,True,38.0,176.0,1617.0,14.481992
spider-sat18-strips,p05,solver_3,False,,,,33.636186
spider-sat18-strips,p04,solver_3,False,,,,250.738471
spider-sat18-strips,p03,solver_3,False,,,,5.123172
spider-sat18-strips,p07,solver_3,False,,,,0.536305
spider-sat18-strips,p16,solver_3,True,47.0,247.0,1127.0,15.088895
spider-sat18-strips,p19,solver_3,True,63.0,342.0,2105.0,80.680665
spider-sat18-strips,p18,solver_3,True,63.0,362.0,7789.0,196.658938
spider-sat18-strips,p02,solver_3,False,,,,43.762612
spider-sat18-strips,p10,solver_3,False,,,,169.321391
spider-sat18-strips,p12,solver_3,True,59.0,340.0,2557.0,108.594933
spider-sat18-strips,p15,solver_3,True,43.0,222.0,1097.0,7.246177
spider-sat18-strips,p11,solver_3,False,,,,36.77772
pegsol-sat11-strips,p06,solver_3,False,,,,0.003427
pegsol-sat11-strips,p14,solver_3,False,,,,0.003862
pegsol-sat11-strips,p13,solver_3,False,,,,0.003821
pegsol-sat11-strips,p17,solver_3,False,,,,0.006478
pegsol-sat11-strips,p01,solver_3,False,,,,0.005476
pegsol-sat11-strips,p20,solver_3,False,,,,0.009036
pegsol-sat11-strips,p09,solver_3,True,18.0,35.0,226.0,0.005552
pegsol-sat11-strips,p08,solver_3,False,,,,0.003731
pegsol-sat11-strips,p05,solver_3,False,,,,0.003128
pegsol-sat11-strips,p04,solver_3,False,,,,0.00391
pegsol-sat11-strips,p03,solver_3,False,,,,0.003825
pegsol-sat11-strips,p07,solver_3,False,,,,0.003304
pegsol-sat11-strips,p16,solver_3,False,,,,0.010499
pegsol-sat11-strips,p19,solver_3,False,,,,0.005914
pegsol-sat11-strips,p18,solver_3,False,,,,0.006274
pegsol-sat11-strips,p02,solver_3,False,,,,0.003891
pegsol-sat11-strips,p10,solver_3,False,,,,0.002232
pegsol-sat11-strips,p12,solver_3,False,,,,0.007025
pegsol-sat11-strips,p15,solver_3,False,,,,0.00393
pegsol-sat11-strips,p11,solver_3,False,,,,0.003866
caldera-sat18-strips,p06,solver_3,True,22.0,22.0,34.0,0.217583
caldera-sat18-strips,p14,solver_3,True,40.0,40.0,88.0,14.830162
caldera-sat18-strips,p13,solver_3,True,36.0,36.0,62.0,11.991996
caldera-sat18-strips,p17,solver_3,True,44.0,44.0,74.0,48.223625
caldera-sat18-strips,p01,solver_3,True,11.0,11.0,14.0,0.02047
caldera-sat18-strips,p20,solver_3,False,,,,
caldera-sat18-strips,p09,solver_3,True,31.0,31.0,50.0,2.165295
caldera-sat18-strips,p08,solver_3,True,25.0,25.0,36.0,1.167475
caldera-sat18-strips,p05,solver_3,True,20.0,20.0,29.0,0.343112
caldera-sat18-strips,p04,solver_3,True,16.0,16.0,24.0,0.112885
caldera-sat18-strips,p03,solver_3,True,17.0,17.0,26.0,0.060419
caldera-sat18-strips,p07,solver_3,True,27.0,27.0,72.0,1.468991
caldera-sat18-strips,p16,solver_3,True,44.0,44.0,102.0,28.264591
caldera-sat18-strips,p19,solver_3,False,,,,
caldera-sat18-strips,p18,solver_3,True,45.0,45.0,79.0,42.97747
caldera-sat18-strips,p02,solver_3,True,12.0,12.0,16.0,0.017175
caldera-sat18-strips,p10,solver_3,True,28.0,28.0,43.0,1.669323
caldera-sat18-strips,p12,solver_3,True,33.0,33.0,51.0,6.917861
caldera-sat18-strips,p15,solver_3,True,45.0,45.0,71.0,19.240409
caldera-sat18-strips,p11,solver_3,True,34.0,34.0,57.0,6.32566
parking-sat14-strips,p_38_1,solver_3,False,,,,
parking-sat14-strips,p_40_3,solver_3,False,,,,
parking-sat14-strips,p_30_3,solver_3,True,135.0,135.0,67173.0,223.818696
parking-sat14-strips,p_34_1,solver_3,False,,,,
parking-sat14-strips,p_28_3,solver_3,False,,,,
parking-sat14-strips,p_32_3,solver_3,False,,,,
parking-sat14-strips,p_38_2,solver_3,False,,,,
parking-sat14-strips,p_36_2,solver_3,False,,,,
parking-sat14-strips,p_34_3,solver_3,False,,,,
parking-sat14-strips,p_28_2,solver_3,False,,,,
parking-sat14-strips,p_40_1,solver_3,False,,,,
parking-sat14-strips,p_30_2,solver_3,False,,,,
parking-sat14-strips,p_32_1,solver_3,False,,,,
parking-sat14-strips,p_36_1,solver_3,False,,,,
parking-sat14-strips,p_40_2,solver_3,False,,,,
parking-sat14-strips,p_34_2,solver_3,False,,,,
parking-sat14-strips,p_30_1,solver_3,False,,,,
parking-sat14-strips,p_38_3,solver_3,False,,,,
parking-sat14-strips,p_36_3,solver_3,False,,,,
parking-sat14-strips,p_32_2,solver_3,False,,,,
elevators-sat11-strips,p06,solver_3,True,509.0,200.0,2055.0,0.787449
elevators-sat11-strips,p14,solver_3,True,823.0,372.0,31553.0,52.922526
elevators-sat11-strips,p13,solver_3,False,,,,
elevators-sat11-strips,p17,solver_3,True,1024.0,383.0,10504.0,29.310482
elevators-sat11-strips,p01,solver_3,True,240.0,86.0,198.0,0.032468
elevators-sat11-strips,p20,solver_3,False,,,,
elevators-sat11-strips,p09,solver_3,True,686.0,274.0,58796.0,25.063939
elevators-sat11-strips,p08,solver_3,True,579.0,223.0,1001.0,0.489637
elevators-sat11-strips,p05,solver_3,True,349.0,138.0,3402.0,0.425655
elevators-sat11-strips,p04,solver_3,True,392.0,148.0,1077.0,0.188133
elevators-sat11-strips,p03,solver_3,True,506.0,183.0,9048.0,3.025642
elevators-sat11-strips,p07,solver_3,True,465.0,175.0,792.0,0.296689
elevators-sat11-strips,p16,solver_3,True,845.0,347.0,60331.0,147.032026
elevators-sat11-strips,p19,solver_3,True,1422.0,544.0,43562.0,173.38545
elevators-sat11-strips,p18,solver_3,False,,,,
elevators-sat11-strips,p02,solver_3,True,391.0,137.0,1614.0,0.474225
elevators-sat11-strips,p10,solver_3,True,715.0,271.0,19646.0,9.071392
elevators-sat11-strips,p12,solver_3,True,783.0,370.0,130636.0,179.927551
elevators-sat11-strips,p15,solver_3,False,,,,
elevators-sat11-strips,p11,solver_3,True,620.0,292.0,20965.0,23.830982
tidybot-sat11-strips,p06,solver_3,False,,,,40.317582
tidybot-sat11-strips,p14,solver_3,True,62.0,62.0,225.0,2.920109
tidybot-sat11-strips,p13,solver_3,True,82.0,82.0,819.0,8.387098
tidybot-sat11-strips,p17,solver_3,False,,,,51.175416
tidybot-sat11-strips,p01,solver_3,True,67.0,67.0,476.0,2.711135
tidybot-sat11-strips,p20,solver_3,False,,,,
tidybot-sat11-strips,p09,solver_3,False,,,,1.73867
tidybot-sat11-strips,p08,solver_3,False,,,,0.707492
tidybot-sat11-strips,p05,solver_3,False,,,,1.719208
tidybot-sat11-strips,p04,solver_3,False,,,,0.730633
tidybot-sat11-strips,p03,solver_3,True,38.0,38.0,85.0,0.980773
tidybot-sat11-strips,p07,solver_3,True,44.0,44.0,991.0,6.379682
tidybot-sat11-strips,p16,solver_3,False,,,,7.158509
tidybot-sat11-strips,p19,solver_3,False,,,,
tidybot-sat11-strips,p18,solver_3,False,,,,11.050768
tidybot-sat11-strips,p02,solver_3,True,64.0,64.0,281.0,1.464469
tidybot-sat11-strips,p10,solver_3,True,51.0,51.0,144.0,2.205104
tidybot-sat11-strips,p12,solver_3,False,,,,9.723125
tidybot-sat11-strips,p15,solver_3,True,53.0,53.0,131.0,1.951642
tidybot-sat11-strips,p11,solver_3,False,,,,6.039426
thoughtful-sat14-strips,bootstrap-typed-04,solver_3,True,30.0,30.0,57.0,0.016803
thoughtful-sat14-strips,target-typed-22,solver_3,False,,,,
thoughtful-sat14-strips,target-typed-20,solver_3,True,132.0,132.0,3004.0,7.711572
thoughtful-sat14-strips,target-typed-25,solver_3,True,148.0,148.0,172525.0,175.164356
thoughtful-sat14-strips,target-typed-27,solver_3,False,,,,
thoughtful-sat14-strips,p13_7_78-typed,solver_3,True,152.0,152.0,19872.0,24.915231
thoughtful-sat14-strips,bootstrap-typed-05,solver_3,True,34.0,34.0,103.0,0.017167
thoughtful-sat14-strips,p11_6_59-typed,solver_3,True,140.0,140.0,9317.0,11.676613
thoughtful-sat14-strips,p13_7_79-typed,solver_3,False,,,,
thoughtful-sat14-strips,target-typed-23,solver_3,False,,,,
thoughtful-sat14-strips,p11_6_62-typed,solver_3,False,,,,34.435903
thoughtful-sat14-strips,target-typed-21,solver_3,False,,,,
thoughtful-sat14-strips,target-typed-26,solver_3,False,,,,33.398487
thoughtful-sat14-strips,bootstrap-typed-01,solver_3,True,31.0,31.0,60.0,0.013514
thoughtful-sat14-strips,bootstrap-typed-03,solver_3,True,33.0,33.0,74.0,0.014766
thoughtful-sat14-strips,bootstrap-typed-02,solver_3,True,29.0,29.0,40.0,0.014793
thoughtful-sat14-strips,target-typed-28,solver_3,False,,,,
thoughtful-sat14-strips,p11_6_53-typed,solver_3,False,,,,7.124448
thoughtful-sat14-strips,target-typed-24,solver_3,False,,,,262.581851
thoughtful-sat14-strips,p13_7_86-typed,solver_3,True,157.0,157.0,7101.0,9.582017
transport-sat11-strips,p06,solver_3,False,,,,
transport-sat11-strips,p14,solver_3,False,,,,
transport-sat11-strips,p13,solver_3,True,2746.0,261.0,17470.0,94.509403
transport-sat11-strips,p17,solver_3,False,,,,
transport-sat11-strips,p01,solver_3,True,1519.0,133.0,1774.0,1.627898
transport-sat11-strips,p20,solver_3,False,,,,
transport-sat11-strips,p09,solver_3,False,,,,
transport-sat11-strips,p08,solver_3,True,1428.0,140.0,484.0,1.190903
transport-sat11-strips,p05,solver_3,True,5865.0,304.0,178359.0,170.835914
transport-sat11-strips,p04,solver_3,True,5763.0,259.0,147200.0,100.753749
transport-sat11-strips,p03,solver_3,True,3750.0,187.0,33884.0,64.089479
transport-sat11-strips,p07,solver_3,False,,,,
transport-sat11-strips,p16,solver_3,False,,,,
transport-sat11-strips,p19,solver_3,False,,,,
transport-sat11-strips,p18,solver_3,False,,,,
transport-sat11-strips,p02,solver_3,True,1183.0,113.0,364.0,0.629191
transport-sat11-strips,p10,solver_3,False,,,,3.413243
transport-sat11-strips,p12,solver_3,True,1797.0,179.0,1327.0,6.767603
transport-sat11-strips,p15,solver_3,False,,,,
transport-sat11-strips,p11,solver_3,True,1856.0,206.0,4299.0,21.209488
parking-sat11-strips,pfile09-033,solver_3,False,,,,76.302489
parking-sat11-strips,pfile08-031,solver_3,True,87.0,87.0,72753.0,141.560287
parking-sat11-strips,pfile13-050,solver_3,False,,,,
parking-sat11-strips,pfile10-037,solver_3,False,,,,118.081289
parking-sat11-strips,pfile08-032,solver_3,False,,,,1.298825
parking-sat11-strips,pfile12-048,solver_3,False,,,,
parking-sat11-strips,pfile12-045,solver_3,False,,,,
parking-sat11-strips,pfile11-041,solver_3,True,115.0,115.0,36103.0,166.265919
parking-sat11-strips,pfile09-036,solver_3,False,,,,
parking-sat11-strips,pfile11-042,solver_3,False,,,,
parking-sat11-strips,pfile11-044,solver_3,False,,,,
parking-sat11-strips,pfile10-039,solver_3,False,,,,
parking-sat11-strips,pfile09-035,solver_3,False,,,,3.132759
parking-sat11-strips,pfile13-049,solver_3,True,105.0,105.0,11478.0,84.873693
parking-sat11-strips,pfile09-034,solver_3,False,,,,
parking-sat11-strips,pfile12-047,solver_3,False,,,,40.473654
parking-sat11-strips,pfile12-046,solver_3,False,,,,
parking-sat11-strips,pfile10-038,solver_3,False,,,,
parking-sat11-strips,pfile10-040,solver_3,False,,,,
parking-sat11-strips,pfile11-043,solver_3,False,,,,
floortile-sat14-strips,p04-5-5-2,solver_3,False,,,,0.07155
floortile-sat14-strips,p04-5-4-2,solver_3,False,,,,0.016831
floortile-sat14-strips,p03-6-4-2,solver_3,False,,,,0.010756
floortile-sat14-strips,p04-6-5-3,solver_3,False,,,,0.062255
floortile-sat14-strips,p05-4-3-2,solver_3,False,,,,0.002809
floortile-sat14-strips,p01-6-5-3,solver_3,False,,,,0.109257
floortile-sat14-strips,p02-6-5-2,solver_3,False,,,,0.119227
floortile-sat14-strips,p01-6-4-2,solver_3,False,,,,0.086061
floortile-sat14-strips,p01-6-5-2,solver_3,False,,,,0.191952
floortile-sat14-strips,p02-6-4-2,solver_3,False,,,,0.070206
floortile-sat14-strips,p05-6-5-3,solver_3,False,,,,0.04306
floortile-sat14-strips,p01-4-3-2,solver_3,False,,,,0.002866
floortile-sat14-strips,p02-6-5-3,solver_3,False,,,,0.161909
floortile-sat14-strips,p03-6-5-3,solver_3,False,,,,0.14916
floortile-sat14-strips,p01-5-5-2,solver_3,False,,,,0.029798
floortile-sat14-strips,p04-6-5-2,solver_3,False,,,,0.048904
floortile-sat14-strips,p02-5-4-2,solver_3,False,,,,0.011382
floortile-sat14-strips,p05-6-5-2,solver_3,False,,,,0.212875
floortile-sat14-strips,p03-6-5-2,solver_3,False,,,,0.073682
floortile-sat14-strips,p01-5-4-2,solver_3,False,,,,0.019014
recharging-robots-sat23-strips,p06,solver_3,False,,,,0.036983
recharging-robots-sat23-strips,p14,solver_3,True,9.0,12.0,15.0,1.185976
recharging-robots-sat23-strips,p13,solver_3,False,,,,
recharging-robots-sat23-strips,p17,solver_3,True,9.0,14.0,40.0,6.378451
recharging-robots-sat23-strips,p01,solver_3,False,,,,0.145466
recharging-robots-sat23-strips,p09,solver_3,True,7.0,11.0,17.0,0.276076
recharging-robots-sat23-strips,p08,solver_3,False,,,,1.601512
recharging-robots-sat23-strips,p05,solver_3,False,,,,
recharging-robots-sat23-strips,p04,solver_3,True,21.0,21.0,25.0,2.314597
recharging-robots-sat23-strips,p03,solver_3,False,,,,1.796027
recharging-robots-sat23-strips,p07,solver_3,False,,,,1.457439
recharging-robots-sat23-strips,p16,solver_3,False,,,,
recharging-robots-sat23-strips,p19,solver_3,False,,,,
recharging-robots-sat23-strips,p18,solver_3,False,,,,
recharging-robots-sat23-strips,p02,solver_3,False,,,,1.814549
recharging-robots-sat23-strips,p10,solver_3,False,,,,1.764747
recharging-robots-sat23-strips,p12,solver_3,False,,,,1.046049
recharging-robots-sat23-strips,p15,solver_3,False,,,,7.372564
recharging-robots-sat23-strips,p11,solver_3,False,,,,2.811936
data-network-sat18-strips,p06,solver_3,False,,,,
data-network-sat18-strips,p14,solver_3,False,,,,5.490676
data-network-sat18-strips,p13,solver_3,False,,,,
data-network-sat18-strips,p17,solver_3,False,,,,
data-network-sat18-strips,p01,solver_3,False,,,,0.01706
data-network-sat18-strips,p20,solver_3,False,,,,
data-network-sat18-strips,p09,solver_3,False,,,,
data-network-sat18-strips,p08,solver_3,False,,,,71.259769
data-network-sat18-strips,p05,solver_3,False,,,,0.939331
data-network-sat18-strips,p04,solver_3,False,,,,107.070115
data-network-sat18-strips,p03,solver_3,False,,,,0.292815
data-network-sat18-strips,p07,solver_3,False,,,,
data-network-sat18-strips,p16,solver_3,False,,,,
data-network-sat18-strips,p19,solver_3,False,,,,
data-network-sat18-strips,p18,solver_3,False,,,,
data-network-sat18-strips,p02,solver_3,False,,,,0.111961
data-network-sat18-strips,p10,solver_3,False,,,,
data-network-sat18-strips,p12,solver_3,False,,,,0.034081
data-network-sat18-strips,p15,solver_3,False,,,,
data-network-sat18-strips,p11,solver_3,False,,,,0.041044
settlers-sat18-strips,p06,solver_3,True,1110.0,150.0,376544.0,114.976504
settlers-sat18-strips,p14,solver_3,False,,,,
settlers-sat18-strips,p13,solver_3,True,1640.0,201.0,104062.0,91.445176
settlers-sat18-strips,p17,solver_3,False,,,,
settlers-sat18-strips,p01,solver_3,True,580.0,76.0,875.0,0.282457
settlers-sat18-strips,p20,solver_3,False,,,,
settlers-sat18-strips,p09,solver_3,True,580.0,77.0,743.0,0.504402
settlers-sat18-strips,p08,solver_3,True,535.0,68.0,214446.0,112.313129
settlers-sat18-strips,p05,solver_3,False,,,,
settlers-sat18-strips,p04,solver_3,False,,,,0.343687
settlers-sat18-strips,p03,solver_3,True,675.0,88.0,9365.0,2.705331
settlers-sat18-strips,p07,solver_3,False,,,,132.3339
settlers-sat18-strips,p16,solver_3,False,,,,23.516841
settlers-sat18-strips,p19,solver_3,False,,,,
settlers-sat18-strips,p18,solver_3,False,,,,
settlers-sat18-strips,p02,solver_3,True,655.0,86.0,45463.0,10.980317
settlers-sat18-strips,p10,solver_3,False,,,,1.562136
settlers-sat18-strips,p12,solver_3,False,,,,46.81156
settlers-sat18-strips,p15,solver_3,False,,,,5.071618
settlers-sat18-strips,p11,solver_3,False,,,,
city-car-sat14-strips,p06,solver_3,False,,,,0.013842
city-car-sat14-strips,p14,solver_3,False,,,,0.02117
city-car-sat14-strips,p13,solver_3,False,,,,0.422584
city-car-sat14-strips,p17,solver_3,False,,,,0.645069
city-car-sat14-strips,p01,solver_3,False,,,,0.007667
city-car-sat14-strips,p20,solver_3,False,,,,0.39455
city-car-sat14-strips,p09,solver_3,False,,,,0.044205
city-car-sat14-strips,p08,solver_3,False,,,,0.013892
city-car-sat14-strips,p05,solver_3,False,,,,0.009656
city-car-sat14-strips,p04,solver_3,False,,,,0.011213
city-car-sat14-strips,p03,solver_3,False,,,,0.009236
city-car-sat14-strips,p07,solver_3,False,,,,0.015043
city-car-sat14-strips,p16,solver_3,False,,,,0.022705
city-car-sat14-strips,p19,solver_3,False,,,,3.163126
city-car-sat14-strips,p18,solver_3,False,,,,0.026485
city-car-sat14-strips,p02,solver_3,False,,,,0.018967
city-car-sat14-strips,p10,solver_3,False,,,,0.018801
city-car-sat14-strips,p12,solver_3,False,,,,0.292188
city-car-sat14-strips,p15,solver_3,False,,,,0.927392
city-car-sat14-strips,p11,solver_3,False,,,,0.068069
ged-sat14-strips,d-12-3,solver_3,False,,,,
ged-sat14-strips,d-12-7,solver_3,False,,,,
ged-sat14-strips,d-12-5,solver_3,False,,,,
ged-sat14-strips,d-12-9,solver_3,False,,,,
ged-sat14-strips,d-10-3,solver_3,False,,,,
ged-sat14-strips,d-10-4,solver_3,False,,,,
ged-sat14-strips,d-12-11,solver_3,False,,,,
ged-sat14-strips,d-3-6,solver_3,False,,,,
ged-sat14-strips,d-11-6,solver_3,False,,,,
ged-sat14-strips,d-12-2,solver_3,False,,,,
ged-sat14-strips,d-10-2,solver_3,False,,,,
ged-sat14-strips,d-9-5,solver_3,False,,,,
ged-sat14-strips,d-10-5,solver_3,False,,,,
ged-sat14-strips,d-12-6,solver_3,False,,,,
ged-sat14-strips,d-10-1,solver_3,False,,,,
ged-sat14-strips,d-12-8,solver_3,False,,,,
ged-sat14-strips,d-11-5,solver_3,False,,,,
ged-sat14-strips,d-11-1,solver_3,False,,,,
ged-sat14-strips,d-11-3,solver_3,False,,,,
ged-sat14-strips,d-10-6,solver_3,False,,,,
termes-sat18-strips,p06,solver_3,False,,,,
termes-sat18-strips,p14,solver_3,False,,,,
termes-sat18-strips,p13,solver_3,False,,,,199.438434
termes-sat18-strips,p17,solver_3,False,,,,
termes-sat18-strips,p01,solver_3,False,,,,29.228144
termes-sat18-strips,p20,solver_3,False,,,,
termes-sat18-strips,p09,solver_3,False,,,,0.011113
termes-sat18-strips,p08,solver_3,False,,,,0.00682
termes-sat18-strips,p05,solver_3,False,,,,
termes-sat18-strips,p04,solver_3,False,,,,56.209639
termes-sat18-strips,p03,solver_3,False,,,,18.563975
termes-sat18-strips,p07,solver_3,False,,,,0.163852
termes-sat18-strips,p16,solver_3,True,698.0,698.0,4500311.0,271.736624
termes-sat18-strips,p19,solver_3,False,,,,
termes-sat18-strips,p18,solver_3,False,,,,
termes-sat18-strips,p02,solver_3,False,,,,0.014748
termes-sat18-strips,p10,solver_3,False,,,,0.024187
termes-sat18-strips,p12,solver_3,False,,,,
termes-sat18-strips,p15,solver_3,False,,,,
termes-sat18-strips,p11,solver_3,False,,,,75.778802
sokoban-sat11-strips,p06,solver_3,False,,,,
sokoban-sat11-strips,p14,solver_3,False,,,,0.018674
sokoban-sat11-strips,p13,solver_3,False,,,,0.46419
sokoban-sat11-strips,p17,solver_3,False,,,,0.044752
sokoban-sat11-strips,p01,solver_3,False,,,,0.059598
sokoban-sat11-strips,p20,solver_3,False,,,,0.768722
sokoban-sat11-strips,p09,solver_3,True,26.0,455.0,3010.0,0.129911
sokoban-sat11-strips,p08,solver_3,False,,,,0.005004
sokoban-sat11-strips,p05,solver_3,False,,,,0.006081
sokoban-sat11-strips,p04,solver_3,False,,,,0.040967
sokoban-sat11-strips,p03,solver_3,False,,,,0.051106
sokoban-sat11-strips,p07,solver_3,False,,,,0.007354
sokoban-sat11-strips,p16,solver_3,False,,,,2.973269
sokoban-sat11-strips,p19,solver_3,False,,,,0.037193
sokoban-sat11-strips,p18,solver_3,False,,,,0.022391
sokoban-sat11-strips,p02,solver_3,False,,,,0.003918
sokoban-sat11-strips,p10,solver_3,False,,,,0.003717
sokoban-sat11-strips,p12,solver_3,False,,,,0.010785
sokoban-sat11-strips,p15,solver_3,False,,,,0.007434
sokoban-sat11-strips,p11,solver_3,False,,,,0.006448
barman-sat11-strips,pfile06-022,solver_3,False,,,,216.175165
barman-sat11-strips,pfile07-028,solver_3,False,,,,235.283
barman-sat11-strips,pfile08-029,solver_3,True,454.0,229.0,3376401.0,214.884135
barman-sat11-strips,pfile09-033,solver_3,False,,,,
barman-sat11-strips,pfile08-031,solver_3,True,468.0,234.0,3925212.0,263.68221
barman-sat11-strips,pfile07-026,solver_3,False,,,,64.895473
barman-sat11-strips,pfile10-037,solver_3,False,,,,
barman-sat11-strips,pfile08-032,solver_3,True,416.0,209.0,3829351.0,254.383727
barman-sat11-strips,pfile06-021,solver_3,True,444.0,228.0,3441043.0,168.903046
barman-sat11-strips,pfile08-030,solver_3,False,,,,
barman-sat11-strips,pfile09-036,solver_3,False,,,,
barman-sat11-strips,pfile07-027,solver_3,True,434.0,218.0,3294383.0,179.885043
barman-sat11-strips,pfile10-039,solver_3,False,,,,167.228303
barman-sat11-strips,pfile07-025,solver_3,True,498.0,264.0,2329790.0,127.318905
barman-sat11-strips,pfile09-035,solver_3,False,,,,
barman-sat11-strips,pfile06-023,solver_3,True,314.0,143.0,1942839.0,90.871872
barman-sat11-strips,pfile06-024,solver_3,True,337.0,175.0,783937.0,38.484949
barman-sat11-strips,pfile09-034,solver_3,False,,,,
