Domain,Problem,Planner,solved,cost,length,expanded,time
caldera-split-sat18-strips,p02,solver_1,True,102.0,61.0,21621.0,0.530532
caldera-split-sat18-strips,p10,solver_1,True,186.0,127.0,5902537.0,758.726654
caldera-split-sat18-strips,p12,solver_1,False,,,,
caldera-split-sat18-strips,p15,solver_1,False,,,,
caldera-split-sat18-strips,p11,solver_1,False,,,,
woodworking-sat08-strips,p06,solver_1,True,935.0,41.0,12329.0,0.505326
woodworking-sat08-strips,p14,solver_1,True,710.0,30.0,4969.0,0.180175
woodworking-sat08-strips,p13,solver_1,True,570.0,25.0,4495.0,0.106061
woodworking-sat08-strips,p17,solver_1,True,1285.0,64.0,34052.0,1.598283
woodworking-sat08-strips,p27,solver_1,True,935.0,44.0,11946.0,0.600705
woodworking-sat08-strips,p22,solver_1,True,330.0,15.0,2935.0,0.03539
woodworking-sat08-strips,p28,solver_1,True,1730.0,76.0,18687.0,1.287981
woodworking-sat08-strips,p26,solver_1,True,1205.0,60.0,8530.0,0.380977
woodworking-sat08-strips,p21,solver_1,True,180.0,8.0,408.0,0.003992
woodworking-sat08-strips,p01,solver_1,True,125.0,6.0,7.0,0.003115
woodworking-sat08-strips,p20,solver_1,True,1910.0,89.0,12316.0,1.287974
woodworking-sat08-strips,p09,solver_1,True,1790.0,80.0,42752.0,3.393008
woodworking-sat08-strips,p08,solver_1,True,1470.0,60.0,31925.0,1.933768
woodworking-sat08-strips,p05,solver_1,True,750.0,37.0,6402.0,0.238445
woodworking-sat08-strips,p04,solver_1,True,905.0,43.0,8519.0,0.219884
woodworking-sat08-strips,p03,solver_1,True,590.0,24.0,3994.0,0.086311
woodworking-sat08-strips,p07,solver_1,True,1355.0,59.0,10590.0,0.624427
woodworking-sat08-strips,p23,solver_1,True,520.0,24.0,4311.0,0.077338
woodworking-sat08-strips,p16,solver_1,True,945.0,43.0,7755.0,0.348679
woodworking-sat08-strips,p24,solver_1,True,865.0,37.0,10628.0,0.294007
woodworking-sat08-strips,p30,solver_1,True,1770.0,79.0,65984.0,5.340545
woodworking-sat08-strips,p25,solver_1,True,910.0,45.0,8853.0,0.306243
woodworking-sat08-strips,p19,solver_1,True,1530.0,74.0,17028.0,1.170455
woodworking-sat08-strips,p18,solver_1,True,1465.0,65.0,18299.0,1.205753
woodworking-sat08-strips,p02,solver_1,True,280.0,14.0,16.0,0.00691
woodworking-sat08-strips,p10,solver_1,True,1635.0,78.0,21745.0,1.82902
woodworking-sat08-strips,p12,solver_1,True,315.0,13.0,13.0,0.00791
woodworking-sat08-strips,p29,solver_1,True,1535.0,75.0,31746.0,2.136344
woodworking-sat08-strips,p15,solver_1,True,965.0,40.0,7179.0,0.221879
woodworking-sat08-strips,p11,solver_1,True,70.0,6.0,7.0,0.00278
snake-sat18-strips,p06,solver_1,True,58.0,58.0,2237.0,1.718737
snake-sat18-strips,p14,solver_1,False,,,,
snake-sat18-strips,p13,solver_1,False,,,,
snake-sat18-strips,p17,solver_1,False,,,,
snake-sat18-strips,p01,solver_1,True,51.0,51.0,878.0,0.467854
snake-sat18-strips,p20,solver_1,False,,,,
snake-sat18-strips,p09,solver_1,False,,,,
snake-sat18-strips,p08,solver_1,False,,,,
snake-sat18-strips,p05,solver_1,True,43.0,43.0,355.0,0.31489
snake-sat18-strips,p04,solver_1,False,,,,
snake-sat18-strips,p03,solver_1,True,140.0,140.0,665758.0,209.562092
snake-sat18-strips,p07,solver_1,False,,,,
snake-sat18-strips,p16,solver_1,False,,,,
snake-sat18-strips,p19,solver_1,False,,,,
snake-sat18-strips,p18,solver_1,False,,,,
snake-sat18-strips,p02,solver_1,True,138.0,138.0,202875.0,58.171901
snake-sat18-strips,p10,solver_1,False,,,,
snake-sat18-strips,p12,solver_1,False,,,,
snake-sat18-strips,p15,solver_1,False,,,,
snake-sat18-strips,p11,solver_1,False,,,,
scanalyzer-sat11-strips,p06,solver_4,True,36.0,20.0,397.0,2.681702
scanalyzer-sat11-strips,p14,solver_4,True,76.0,44.0,482.0,0.406277
scanalyzer-sat11-strips,p13,solver_4,True,46.0,26.0,144.0,0.032976
scanalyzer-sat11-strips,p17,solver_4,True,116.0,80.0,2396.0,3.3125
scanalyzer-sat11-strips,p01,solver_4,True,36.0,20.0,476.0,3.513964
scanalyzer-sat11-strips,p20,solver_4,False,,,,
scanalyzer-sat11-strips,p09,solver_4,True,74.0,50.0,735.0,0.156613
scanalyzer-sat11-strips,p08,solver_4,True,42.0,26.0,605.0,3.838013
scanalyzer-sat11-strips,p05,solver_4,True,66.0,38.0,337.0,0.293696
scanalyzer-sat11-strips,p04,solver_4,True,60.0,40.0,430.0,0.058597
scanalyzer-sat11-strips,p03,solver_4,True,46.0,30.0,220.0,0.017391
scanalyzer-sat11-strips,p07,solver_4,True,72.0,40.0,387.0,0.595995
scanalyzer-sat11-strips,p16,solver_4,True,86.0,50.0,659.0,1.141642
scanalyzer-sat11-strips,p19,solver_4,True,63.0,39.0,1785.0,242.575416
scanalyzer-sat11-strips,p18,solver_4,False,,,,
scanalyzer-sat11-strips,p02,solver_4,True,50.0,26.0,103.0,0.071723
scanalyzer-sat11-strips,p10,solver_4,True,66.0,38.0,336.0,0.167301
scanalyzer-sat11-strips,p12,solver_4,True,56.0,32.0,226.0,0.072114
scanalyzer-sat11-strips,p15,solver_4,True,102.0,70.0,1702.0,1.060369
scanalyzer-sat11-strips,p11,solver_4,True,88.0,60.0,1146.0,0.412642
folding-sat23-strips,p06,solver_4,False,,,,
folding-sat23-strips,p14,solver_4,False,,,,
folding-sat23-strips,p13,solver_4,False,,,,
folding-sat23-strips,p17,solver_4,False,,,,
folding-sat23-strips,p01,solver_4,False,,,,
folding-sat23-strips,p20,solver_4,False,,,,
folding-sat23-strips,p09,solver_4,False,,,,
folding-sat23-strips,p08,solver_4,False,,,,
folding-sat23-strips,p05,solver_4,False,,,,
folding-sat23-strips,p04,solver_4,False,,,,
folding-sat23-strips,p03,solver_4,False,,,,
folding-sat23-strips,p07,solver_4,False,,,,
folding-sat23-strips,p16,solver_4,False,,,,
folding-sat23-strips,p19,solver_4,False,,,,
folding-sat23-strips,p18,solver_4,False,,,,
folding-sat23-strips,p02,solver_4,False,,,,
folding-sat23-strips,p10,solver_4,False,,,,
folding-sat23-strips,p12,solver_4,False,,,,
folding-sat23-strips,p15,solver_4,False,,,,
folding-sat23-strips,p11,solver_4,False,,,,
woodworking-sat11-strips,p06,solver_4,True,1660.0,84.0,68561.0,15.589208
woodworking-sat11-strips,p14,solver_4,True,1580.0,84.0,75129.0,20.046796
woodworking-sat11-strips,p13,solver_4,True,1985.0,96.0,181199.0,59.168021
woodworking-sat11-strips,p17,solver_4,True,1050.0,47.0,7404.0,1.908008
woodworking-sat11-strips,p01,solver_4,True,1500.0,65.0,16365.0,2.059184
woodworking-sat11-strips,p20,solver_4,True,1385.0,59.0,14118.0,4.707706
woodworking-sat11-strips,p09,solver_4,True,1330.0,60.0,19353.0,3.821355
woodworking-sat11-strips,p08,solver_4,True,1560.0,78.0,76174.0,17.470696
woodworking-sat11-strips,p05,solver_4,True,1790.0,85.0,63698.0,16.419448
woodworking-sat11-strips,p04,solver_4,True,1650.0,76.0,24492.0,5.694788
woodworking-sat11-strips,p03,solver_4,True,1350.0,65.0,22418.0,4.084854
woodworking-sat11-strips,p07,solver_4,False,,,,
woodworking-sat11-strips,p16,solver_4,True,2115.0,106.0,121744.0,36.132749
woodworking-sat11-strips,p19,solver_4,True,1340.0,60.0,17959.0,4.978003
woodworking-sat11-strips,p18,solver_4,True,1460.0,71.0,51022.0,12.339554
woodworking-sat11-strips,p02,solver_4,True,1610.0,69.0,58727.0,11.21606
woodworking-sat11-strips,p10,solver_4,True,55.0,5.0,5.0,0.002342
woodworking-sat11-strips,p12,solver_4,True,2060.0,92.0,49650.0,12.887491
woodworking-sat11-strips,p15,solver_4,True,2355.0,104.0,73580.0,21.888944
woodworking-sat11-strips,p11,solver_4,True,1925.0,92.0,125059.0,39.283687
barman-sat14-strips,p2-11-5-15,solver_4,False,,,,
barman-sat14-strips,p5-11-5-15,solver_4,False,,,,
barman-sat14-strips,p3-11-4-15,solver_4,False,,,,
barman-sat14-strips,p4-11-4-15,solver_4,False,,,,
barman-sat14-strips,p3-11-5-16,solver_4,False,,,,
barman-sat14-strips,p3-11-5-17,solver_4,False,,,,
barman-sat14-strips,p1-11-5-16,solver_4,False,,,,
barman-sat14-strips,p1-11-4-15,solver_4,False,,,,
barman-sat14-strips,p2-11-5-17,solver_4,False,,,,
barman-sat14-strips,p3-11-5-15,solver_4,False,,,,
barman-sat14-strips,p2-11-5-16,solver_4,False,,,,
barman-sat14-strips,p3-10-4-13,solver_4,False,,,,
barman-sat14-strips,p1-11-5-15,solver_4,False,,,,
barman-sat14-strips,p5-11-4-15,solver_4,False,,,,
barman-sat14-strips,p5-11-5-16,solver_4,False,,,,
barman-sat14-strips,p5-10-4-13,solver_4,False,,,,
barman-sat14-strips,p4-11-5-15,solver_4,False,,,,
barman-sat14-strips,p2-11-4-15,solver_4,False,,,,
barman-sat14-strips,p4-11-4-14,solver_4,False,,,,
barman-sat14-strips,p2-10-4-13,solver_4,False,,,,
spider-sat18-strips,p06,solver_4,False,,,,
spider-sat18-strips,p14,solver_4,True,37.0,141.0,21119.0,91.839812
spider-sat18-strips,p13,solver_4,False,,,,
spider-sat18-strips,p17,solver_4,False,,,,
spider-sat18-strips,p01,solver_4,False,,,,
spider-sat18-strips,p20,solver_4,False,,,,
spider-sat18-strips,p09,solver_4,False,,,,
spider-sat18-strips,p08,solver_4,True,38.0,167.0,5088.0,58.408407
spider-sat18-strips,p05,solver_4,False,,,,
spider-sat18-strips,p04,solver_4,False,,,,
spider-sat18-strips,p03,solver_4,False,,,,
spider-sat18-strips,p07,solver_4,True,41.0,181.0,34273.0,182.894934
spider-sat18-strips,p16,solver_4,False,,,,
spider-sat18-strips,p19,solver_4,False,,,,
spider-sat18-strips,p18,solver_4,False,,,,
spider-sat18-strips,p02,solver_4,False,,,,
spider-sat18-strips,p10,solver_4,False,,,,
spider-sat18-strips,p12,solver_4,False,,,,
spider-sat18-strips,p15,solver_4,False,,,,
spider-sat18-strips,p11,solver_4,False,,,,
pegsol-sat11-strips,p06,solver_4,True,12.0,26.0,3787.0,0.103189
pegsol-sat11-strips,p14,solver_4,True,9.0,26.0,2975.0,0.09262
pegsol-sat11-strips,p13,solver_4,True,10.0,22.0,1959.0,0.062087
pegsol-sat11-strips,p17,solver_4,True,10.0,31.0,1039.0,0.036528
pegsol-sat11-strips,p01,solver_4,True,13.0,27.0,5536.0,0.155686
pegsol-sat11-strips,p20,solver_4,True,25.0,55.0,2302791.0,74.411224
pegsol-sat11-strips,p09,solver_4,True,11.0,28.0,2734.0,0.085323
pegsol-sat11-strips,p08,solver_4,True,13.0,28.0,3099.0,0.096481
pegsol-sat11-strips,p05,solver_4,True,10.0,24.0,6431.0,0.186907
pegsol-sat11-strips,p04,solver_4,True,13.0,27.0,7108.0,0.225204
pegsol-sat11-strips,p03,solver_4,True,12.0,26.0,21296.0,0.594926
pegsol-sat11-strips,p07,solver_4,True,10.0,25.0,4272.0,0.122415
pegsol-sat11-strips,p16,solver_4,True,11.0,29.0,11501.0,0.337575
pegsol-sat11-strips,p19,solver_4,True,16.0,42.0,14184.0,0.425642
pegsol-sat11-strips,p18,solver_4,True,19.0,42.0,56850.0,1.676619
pegsol-sat11-strips,p02,solver_4,True,8.0,22.0,5128.0,0.148238
pegsol-sat11-strips,p10,solver_4,True,9.0,24.0,694.0,0.029822
pegsol-sat11-strips,p12,solver_4,True,11.0,27.0,17314.0,0.47636
pegsol-sat11-strips,p15,solver_4,True,10.0,23.0,14620.0,0.425296
pegsol-sat11-strips,p11,solver_4,True,11.0,26.0,9479.0,0.269731
caldera-sat18-strips,p06,solver_4,True,21.0,21.0,60.0,0.542838
caldera-sat18-strips,p14,solver_4,True,39.0,39.0,307.0,73.13437
caldera-sat18-strips,p13,solver_4,True,37.0,37.0,157.0,52.118451
caldera-sat18-strips,p17,solver_4,False,,,,
caldera-sat18-strips,p01,solver_4,True,11.0,11.0,12.0,0.047615
caldera-sat18-strips,p20,solver_4,False,,,,
caldera-sat18-strips,p09,solver_4,True,32.0,32.0,200.0,9.552187
caldera-sat18-strips,p08,solver_4,True,27.0,27.0,80.0,3.399716
caldera-sat18-strips,p05,solver_4,True,19.0,19.0,36.0,0.70655
caldera-sat18-strips,p04,solver_4,True,16.0,16.0,26.0,0.186696
caldera-sat18-strips,p03,solver_4,True,17.0,17.0,32.0,0.125772
caldera-sat18-strips,p07,solver_4,True,27.0,27.0,92.0,2.880004
caldera-sat18-strips,p16,solver_4,True,42.0,42.0,281.0,94.606471
caldera-sat18-strips,p19,solver_4,False,,,,
caldera-sat18-strips,p18,solver_4,False,,,,
caldera-sat18-strips,p02,solver_4,True,11.0,11.0,12.0,0.040695
caldera-sat18-strips,p10,solver_4,True,27.0,27.0,79.0,4.113059
caldera-sat18-strips,p12,solver_4,True,33.0,33.0,124.0,23.143331
caldera-sat18-strips,p15,solver_4,False,,,,
caldera-sat18-strips,p11,solver_4,True,33.0,33.0,110.0,20.061189
parking-sat14-strips,p_38_1,solver_4,False,,,,
parking-sat14-strips,p_40_3,solver_4,False,,,,
parking-sat14-strips,p_30_3,solver_4,True,71.0,71.0,11079.0,80.454719
parking-sat14-strips,p_34_1,solver_4,True,76.0,76.0,22256.0,228.315102
parking-sat14-strips,p_28_3,solver_4,True,67.0,67.0,11230.0,65.21363
parking-sat14-strips,p_32_3,solver_4,False,,,,
parking-sat14-strips,p_38_2,solver_4,False,,,,
parking-sat14-strips,p_36_2,solver_4,True,91.0,91.0,7742.0,103.160195
parking-sat14-strips,p_34_3,solver_4,True,88.0,88.0,15477.0,158.466781
parking-sat14-strips,p_28_2,solver_4,True,66.0,66.0,11575.0,70.159808
parking-sat14-strips,p_40_1,solver_4,False,,,,
parking-sat14-strips,p_30_2,solver_4,True,71.0,71.0,5811.0,43.128238
parking-sat14-strips,p_32_1,solver_4,True,72.0,72.0,19683.0,170.957391
parking-sat14-strips,p_36_1,solver_4,True,86.0,86.0,13180.0,170.911273
parking-sat14-strips,p_40_2,solver_4,False,,,,
parking-sat14-strips,p_34_2,solver_4,False,,,,
parking-sat14-strips,p_30_1,solver_4,True,63.0,63.0,1667.0,14.110671
parking-sat14-strips,p_38_3,solver_4,True,91.0,91.0,9724.0,150.317102
parking-sat14-strips,p_36_3,solver_4,True,76.0,76.0,5754.0,71.87189
parking-sat14-strips,p_32_2,solver_4,True,76.0,76.0,5388.0,49.797648
elevators-sat11-strips,p06,solver_4,True,922.0,225.0,5258.0,4.873135
elevators-sat11-strips,p14,solver_4,True,1388.0,303.0,11817.0,58.828692
elevators-sat11-strips,p13,solver_4,True,1494.0,318.0,15172.0,69.003764
elevators-sat11-strips,p17,solver_4,True,2050.0,394.0,16668.0,108.428055
elevators-sat11-strips,p01,solver_4,True,340.0,82.0,888.0,0.191179
elevators-sat11-strips,p20,solver_4,False,,,,
elevators-sat11-strips,p09,solver_4,True,964.0,230.0,10754.0,14.4052
elevators-sat11-strips,p08,solver_4,True,947.0,226.0,5220.0,5.759793
elevators-sat11-strips,p05,solver_4,True,548.0,128.0,1772.0,0.514609
elevators-sat11-strips,p04,solver_4,True,606.0,130.0,2070.0,0.716231
elevators-sat11-strips,p03,solver_4,True,710.0,164.0,4250.0,3.483556
elevators-sat11-strips,p07,solver_4,True,696.0,168.0,3154.0,2.224732
elevators-sat11-strips,p16,solver_4,True,1810.0,347.0,18685.0,104.172171
elevators-sat11-strips,p19,solver_4,False,,,,
elevators-sat11-strips,p18,solver_4,True,2416.0,477.0,24221.0,167.819919
elevators-sat11-strips,p02,solver_4,True,635.0,160.0,2256.0,1.380873
elevators-sat11-strips,p10,solver_4,True,1188.0,270.0,7945.0,11.568219
elevators-sat11-strips,p12,solver_4,True,1309.0,315.0,14375.0,60.449673
elevators-sat11-strips,p15,solver_4,False,,,,
elevators-sat11-strips,p11,solver_4,True,1192.0,279.0,12572.0,47.872926
tidybot-sat11-strips,p06,solver_4,True,81.0,81.0,28212.0,163.730545
tidybot-sat11-strips,p14,solver_4,False,,,,
tidybot-sat11-strips,p13,solver_4,False,,,,
tidybot-sat11-strips,p17,solver_4,True,54.0,54.0,5269.0,78.929311
tidybot-sat11-strips,p01,solver_4,True,71.0,71.0,3237.0,20.842657
tidybot-sat11-strips,p20,solver_4,False,,,,
tidybot-sat11-strips,p09,solver_4,True,39.0,39.0,315.0,5.305428
tidybot-sat11-strips,p08,solver_4,True,28.0,28.0,186.0,2.326628
tidybot-sat11-strips,p05,solver_4,True,58.0,58.0,11976.0,70.197533
tidybot-sat11-strips,p04,solver_4,True,24.0,24.0,115.0,1.947788
tidybot-sat11-strips,p03,solver_4,True,31.0,31.0,261.0,2.827932
tidybot-sat11-strips,p07,solver_4,True,41.0,41.0,2155.0,13.541867
tidybot-sat11-strips,p16,solver_4,True,72.0,72.0,31032.0,286.220457
tidybot-sat11-strips,p19,solver_4,False,,,,
tidybot-sat11-strips,p18,solver_4,False,,,,
tidybot-sat11-strips,p02,solver_4,True,62.0,62.0,1452.0,9.872848
tidybot-sat11-strips,p10,solver_4,True,61.0,61.0,1173.0,13.532533
tidybot-sat11-strips,p12,solver_4,True,55.0,55.0,15064.0,133.7868
tidybot-sat11-strips,p15,solver_4,True,47.0,47.0,2200.0,23.042007
tidybot-sat11-strips,p11,solver_4,True,50.0,50.0,5483.0,51.142981
thoughtful-sat14-strips,bootstrap-typed-04,solver_4,True,32.0,32.0,156.0,0.045748
thoughtful-sat14-strips,target-typed-22,solver_4,True,132.0,132.0,67951.0,263.44228
thoughtful-sat14-strips,target-typed-20,solver_4,True,120.0,120.0,21574.0,83.721635
thoughtful-sat14-strips,target-typed-25,solver_4,False,,,,
thoughtful-sat14-strips,target-typed-27,solver_4,False,,,,
thoughtful-sat14-strips,p13_7_78-typed,solver_4,False,,,,
thoughtful-sat14-strips,bootstrap-typed-05,solver_4,True,36.0,36.0,194.0,0.048429
thoughtful-sat14-strips,p11_6_59-typed,solver_4,True,124.0,124.0,5169.0,14.440845
thoughtful-sat14-strips,p13_7_79-typed,solver_4,True,118.0,118.0,3531.0,15.841677
thoughtful-sat14-strips,target-typed-23,solver_4,True,113.0,113.0,40823.0,137.293625
thoughtful-sat14-strips,p11_6_62-typed,solver_4,False,,,,
thoughtful-sat14-strips,target-typed-21,solver_4,False,,,,
thoughtful-sat14-strips,target-typed-26,solver_4,False,,,,
thoughtful-sat14-strips,bootstrap-typed-01,solver_4,True,31.0,31.0,120.0,0.035957
thoughtful-sat14-strips,bootstrap-typed-03,solver_4,True,32.0,32.0,117.0,0.035293
thoughtful-sat14-strips,bootstrap-typed-02,solver_4,True,27.0,27.0,85.0,0.038859
thoughtful-sat14-strips,target-typed-28,solver_4,False,,,,
thoughtful-sat14-strips,p11_6_53-typed,solver_4,False,,,,
thoughtful-sat14-strips,target-typed-24,solver_4,False,,,,
thoughtful-sat14-strips,p13_7_86-typed,solver_4,True,118.0,118.0,6365.0,23.877747
transport-sat11-strips,p06,solver_4,True,5729.0,232.0,10296.0,41.390995
transport-sat11-strips,p14,solver_4,False,,,,
transport-sat11-strips,p13,solver_4,True,3075.0,258.0,5015.0,30.031648
transport-sat11-strips,p17,solver_4,False,,,,
transport-sat11-strips,p01,solver_4,True,1575.0,126.0,1749.0,4.756125
transport-sat11-strips,p20,solver_4,False,,,,
transport-sat11-strips,p09,solver_4,False,,,,
transport-sat11-strips,p08,solver_4,True,1683.0,150.0,1772.0,8.549039
transport-sat11-strips,p05,solver_4,True,5240.0,203.0,28615.0,74.957842
transport-sat11-strips,p04,solver_4,True,4399.0,132.0,6595.0,9.873501
transport-sat11-strips,p03,solver_4,True,3673.0,146.0,2211.0,11.996064
transport-sat11-strips,p07,solver_4,True,5965.0,253.0,10164.0,56.416849
transport-sat11-strips,p16,solver_4,False,,,,
transport-sat11-strips,p19,solver_4,False,,,,
transport-sat11-strips,p18,solver_4,True,5460.0,307.0,4519.0,122.324464
transport-sat11-strips,p02,solver_4,True,1285.0,116.0,792.0,2.892418
transport-sat11-strips,p10,solver_4,True,6623.0,233.0,3296.0,23.487311
transport-sat11-strips,p12,solver_4,True,2007.0,175.0,1902.0,10.194519
transport-sat11-strips,p15,solver_4,False,,,,
transport-sat11-strips,p11,solver_4,True,1983.0,186.0,2919.0,16.266241
parking-sat11-strips,pfile09-033,solver_4,True,53.0,53.0,12180.0,39.299112
parking-sat11-strips,pfile08-031,solver_4,True,49.0,49.0,2003.0,5.131549
parking-sat11-strips,pfile13-050,solver_4,True,81.0,81.0,6882.0,62.721875
parking-sat11-strips,pfile10-037,solver_4,True,55.0,55.0,8539.0,38.904686
parking-sat11-strips,pfile08-032,solver_4,True,45.0,45.0,2481.0,5.94027
parking-sat11-strips,pfile12-048,solver_4,True,63.0,63.0,7545.0,54.752702
parking-sat11-strips,pfile12-045,solver_4,True,76.0,76.0,5469.0,41.467697
parking-sat11-strips,pfile11-041,solver_4,True,69.0,69.0,13429.0,79.872147
parking-sat11-strips,pfile09-036,solver_4,True,54.0,54.0,4541.0,15.199757
parking-sat11-strips,pfile11-042,solver_4,True,67.0,67.0,8550.0,49.912747
parking-sat11-strips,pfile11-044,solver_4,True,68.0,68.0,4084.0,25.446818
parking-sat11-strips,pfile10-039,solver_4,True,61.0,61.0,5371.0,24.946013
parking-sat11-strips,pfile09-035,solver_4,True,47.0,47.0,1024.0,4.143145
parking-sat11-strips,pfile13-049,solver_4,True,69.0,69.0,2471.0,23.535159
parking-sat11-strips,pfile09-034,solver_4,True,64.0,64.0,16674.0,53.353129
parking-sat11-strips,pfile12-047,solver_4,True,76.0,76.0,9069.0,71.213765
parking-sat11-strips,pfile12-046,solver_4,True,75.0,75.0,3184.0,24.935028
parking-sat11-strips,pfile10-038,solver_4,True,59.0,59.0,13679.0,59.916147
parking-sat11-strips,pfile10-040,solver_4,True,59.0,59.0,13507.0,59.36205
parking-sat11-strips,pfile11-043,solver_4,True,64.0,64.0,14041.0,78.653176
floortile-sat14-strips,p04-5-5-2,solver_4,False,,,,
floortile-sat14-strips,p04-5-4-2,solver_4,False,,,,
floortile-sat14-strips,p03-6-4-2,solver_4,False,,,,
floortile-sat14-strips,p04-6-5-3,solver_4,False,,,,
floortile-sat14-strips,p05-4-3-2,solver_4,True,56.0,36.0,413.0,0.025794
floortile-sat14-strips,p01-6-5-3,solver_4,False,,,,
floortile-sat14-strips,p02-6-5-2,solver_4,False,,,,
floortile-sat14-strips,p01-6-4-2,solver_4,False,,,,
floortile-sat14-strips,p01-6-5-2,solver_4,True,164.0,94.0,655051.0,31.078718
floortile-sat14-strips,p02-6-4-2,solver_4,False,,,,
floortile-sat14-strips,p05-6-5-3,solver_4,False,,,,
floortile-sat14-strips,p01-4-3-2,solver_4,True,70.0,36.0,7468.0,0.179775
floortile-sat14-strips,p02-6-5-3,solver_4,False,,,,
floortile-sat14-strips,p03-6-5-3,solver_4,False,,,,
floortile-sat14-strips,p01-5-5-2,solver_4,False,,,,
floortile-sat14-strips,p04-6-5-2,solver_4,False,,,,
floortile-sat14-strips,p02-5-4-2,solver_4,False,,,,
floortile-sat14-strips,p05-6-5-2,solver_4,True,189.0,91.0,226314.0,10.513812
floortile-sat14-strips,p03-6-5-2,solver_4,False,,,,
floortile-sat14-strips,p01-5-4-2,solver_4,True,125.0,67.0,2438468.0,86.650531
recharging-robots-sat23-strips,p06,solver_4,True,8.0,11.0,4762.0,0.858762
recharging-robots-sat23-strips,p14,solver_4,True,8.0,11.0,25.0,2.533614
recharging-robots-sat23-strips,p13,solver_4,False,,,,
recharging-robots-sat23-strips,p17,solver_4,True,16.0,21.0,119.0,18.38344
recharging-robots-sat23-strips,p01,solver_4,True,16.0,16.0,5413.0,5.219032
recharging-robots-sat23-strips,p09,solver_4,True,7.0,11.0,36.0,0.597028
recharging-robots-sat23-strips,p08,solver_4,True,18.0,27.0,48409.0,210.181096
recharging-robots-sat23-strips,p05,solver_4,False,,,,
recharging-robots-sat23-strips,p04,solver_4,True,21.0,21.0,27.0,4.272487
recharging-robots-sat23-strips,p03,solver_4,True,23.0,23.0,8691.0,150.326783
recharging-robots-sat23-strips,p07,solver_4,False,,,,
recharging-robots-sat23-strips,p16,solver_4,False,,,,
recharging-robots-sat23-strips,p19,solver_4,False,,,,
recharging-robots-sat23-strips,p18,solver_4,False,,,,
recharging-robots-sat23-strips,p02,solver_4,True,20.0,20.0,26757.0,164.615312
recharging-robots-sat23-strips,p10,solver_4,False,,,,
recharging-robots-sat23-strips,p12,solver_4,True,11.0,19.0,517.0,7.783477
recharging-robots-sat23-strips,p15,solver_4,True,20.0,25.0,502.0,30.908193
recharging-robots-sat23-strips,p11,solver_4,False,,,,
data-network-sat18-strips,p06,solver_4,False,,,,
data-network-sat18-strips,p14,solver_4,False,,,,
data-network-sat18-strips,p13,solver_4,False,,,,
data-network-sat18-strips,p17,solver_4,False,,,,
data-network-sat18-strips,p01,solver_4,False,,,,
data-network-sat18-strips,p20,solver_4,False,,,,
data-network-sat18-strips,p09,solver_4,False,,,,
data-network-sat18-strips,p08,solver_4,False,,,,
data-network-sat18-strips,p05,solver_4,False,,,,
data-network-sat18-strips,p04,solver_4,False,,,,
data-network-sat18-strips,p03,solver_4,False,,,,
data-network-sat18-strips,p07,solver_4,False,,,,
data-network-sat18-strips,p16,solver_4,False,,,,
data-network-sat18-strips,p19,solver_4,False,,,,
data-network-sat18-strips,p18,solver_4,False,,,,
data-network-sat18-strips,p02,solver_4,True,360.0,70.0,21953.0,4.340005
data-network-sat18-strips,p10,solver_4,False,,,,
data-network-sat18-strips,p12,solver_4,False,,,,
data-network-sat18-strips,p15,solver_4,False,,,,
data-network-sat18-strips,p11,solver_4,True,340.0,17.0,143720.0,26.941114
settlers-sat18-strips,p06,solver_4,False,,,,
settlers-sat18-strips,p14,solver_4,False,,,,
settlers-sat18-strips,p13,solver_4,False,,,,
settlers-sat18-strips,p17,solver_4,False,,,,
settlers-sat18-strips,p01,solver_4,True,535.0,69.0,540.0,0.607783
settlers-sat18-strips,p20,solver_4,False,,,,
settlers-sat18-strips,p09,solver_4,True,665.0,83.0,3962.0,4.231371
settlers-sat18-strips,p08,solver_4,True,550.0,70.0,438.0,1.056364
settlers-sat18-strips,p05,solver_4,True,1065.0,141.0,343843.0,196.042274
settlers-sat18-strips,p04,solver_4,True,525.0,73.0,116095.0,57.591581
settlers-sat18-strips,p03,solver_4,True,655.0,83.0,19213.0,10.016209
settlers-sat18-strips,p07,solver_4,False,,,,
settlers-sat18-strips,p16,solver_4,False,,,,
settlers-sat18-strips,p19,solver_4,False,,,,
settlers-sat18-strips,p18,solver_4,False,,,,
settlers-sat18-strips,p02,solver_4,False,,,,
settlers-sat18-strips,p10,solver_4,True,695.0,93.0,19421.0,17.97101
settlers-sat18-strips,p12,solver_4,False,,,,
settlers-sat18-strips,p15,solver_4,True,695.0,91.0,65926.0,143.303207
settlers-sat18-strips,p11,solver_4,False,,,,
city-car-sat14-strips,p06,solver_4,True,144.0,23.0,56883.0,17.173865
city-car-sat14-strips,p14,solver_4,True,126.0,38.0,83808.0,32.946717
city-car-sat14-strips,p13,solver_4,True,262.0,50.0,57852.0,22.135544
city-car-sat14-strips,p17,solver_4,True,250.0,50.0,134180.0,52.482687
city-car-sat14-strips,p01,solver_4,True,90.0,19.0,1112.0,0.115265
city-car-sat14-strips,p20,solver_4,True,262.0,62.0,363155.0,136.396153
city-car-sat14-strips,p09,solver_4,True,122.0,32.0,68956.0,23.336865
city-car-sat14-strips,p08,solver_4,True,114.0,22.0,117948.0,35.271666
